"STUDY_ID","REVIEWERS","INCLUDE","Publication.Type","Authors","Book.Authors","Group.Authors","Book.Group.Authors","Researcher.Ids","ORCIDs","Book.Editors","Author...Arabic","Article.Title","Article.Title...SciELO","Article.Title...SciELO.1","Article.Title...Chinese","Article.Title...Russian","Patent.Number","Patent.Assignee","Source.Title...Arabic","Source.Title","Source.Title...Korean","Book.Series.Title","Book.Series.Subtitle","Volume","Issue","Special.Issue","Meeting.Abstract","Start.Page","End.Page","Article.Number","DOI","Book.DOI","Early.Access.Date","Supplement","Publication.Date","Publication.Year","Abstract","Abstract...Foreign","Abstract...English.Transliteration","Abstract...Foreign.1","Abstract...Korean","Conference.Title","Conference.Date","Conference.Sponsor","Conference.Location","Times.Cited..WoS.Core","Times.Cited..CSCD.","Times.Cited..RSCI","Times.Cited..ARCI","Times.Cited..BCI","Times.Cited..SCIELO","Times.Cited..All.Databases","X180.Day.Usage.Count","Since.2013.Usage.Count","ISSN","eISSN","ISBN","UT..Unique.ID.","Pubmed.Id","X"
"154","Kathryn","NO","J","Bugrysheva, Julia V; Sue, David; Gee, Jay E; Elrod, Mindy G; Hoffmaster, Alex R; Randall, Linnell B; Chirakul, Sunisa; Tuanyok, Apichai; Schweizer, Herbert P; Weigel, Linda M",NA,NA,NA,"","Gee, Jay/0000-0003-4308-1659",NA,NA,"Antibiotic Resistance Markers in Burkholderia pseudomallei Strain Bp1651 Identified by Genome Sequence Analysis.","",NA,NA,"",NA,NA,NA,"Antimicrobial agents and chemotherapy",NA,NA,NA,"61","6",NA,NA,"","",NA,"10.1128/AAC.00010-17",NA,NA,NA,"2017 May 24","2017","Burkholderia pseudomallei Bp1651 is resistant to several classes of antibiotics that are usually effective for treatment of melioidosis, including tetracyclines, sulfonamides, and beta-lactams such as penicillins (amoxicillin-clavulanic acid), cephalosporins (ceftazidime), and carbapenems (imipenem and meropenem). We sequenced, assembled, and annotated the Bp1651 genome and analyzed the sequence using comparative genomic analyses with susceptible strains, keyword searches of the annotation, publicly available antimicrobial resistance prediction tools, and published reports. More than 100 genes in the Bp1651 sequence were identified as potentially contributing to antimicrobial resistance. Most notably, we identified three previously uncharacterized point mutations in penA, which codes for a class A beta-lactamase and was previously implicated in resistance to beta-lactam antibiotics. The mutations result in amino acid changes T147A, D240G, and V261I. When individually introduced into select agent-excluded B. pseudomallei strain Bp82, D240G was found to contribute to ceftazidime resistance and T147A contributed to amoxicillin-clavulanic acid and imipenem resistance. This study provides the first evidence that mutations in penA may alter susceptibility to carbapenems in B. pseudomallei Another mutation of interest was a point mutation affecting the dihydrofolate reductase gene folA, which likely explains the trimethoprim resistance of this strain. Bp1651 was susceptible to aminoglycosides likely because of a frameshift in the amrB gene, the transporter subunit of the AmrAB-OprA efflux pump. These findings expand the role of penA to include resistance to carbapenems and may assist in the development of molecular diagnostics that predict antimicrobial resistance and provide guidance for treatment of melioidosis.","",NA,NA,NA,NA,NA,NA,NA,"29","0","1","0","23","0","29",NA,NA,"","1098-6596",NA,"MEDLINE:28396541","28396541",NA
"155","Kathryn","YES","J","Chen, Jing Yu; Gu, Jun; Wang, En Tao; Ma, Xing Xian; Kang, Shi Tong; Huang, Ling Zi; Cao, Xue Ping; Li, Liang Bing; Wu, Yan Ling",NA,NA,NA,"","Wang, En Tao/0000-0001-6606-6916",NA,NA,"Wild peanut Arachis duranensis are nodulated by diverse and novel Bradyrhizobium species in acid soils.","",NA,NA,"",NA,NA,NA,"Systematic and applied microbiology",NA,NA,NA,"37","7",NA,NA,"525","32",NA,"10.1016/j.syapm.2014.05.004",NA,NA,NA,"2014-Oct","2014","Aiming at learning the microsymbionts of Arachis duranensis, a diploid ancestor of cultivated peanut, genetic and symbiotic characterization of 32 isolates from root nodules of this plant grown in its new habitat Guangzhou was performed. Based upon the phylogeny of 16S rRNA, atpD and recA genes, diverse bacteria belonging to Bradyrhizobium yuanmingense, Bradyrhizobium elkanii, Bradyrhizobium iriomotense and four new lineages of Bradyrhizobium (19 isolates), Rhizobium/Agrobacterium (9 isolates), Herbaspirillum (2 isolates) and Burkholderia (2 isolates) were defined. In the nodulation test on peanut, only the bradyrhizobial strains were able to induce effective nodules. Phylogeny of nodC divided the Bradyrhizobium isolates into four lineages corresponding to the grouping results in phylogenetic analysis of housekeeping genes, suggesting that this symbiosis gene was mainly maintained by vertical gene transfer. These results demonstrate that A. duranensis is a promiscuous host preferred the Bradyrhizobium species with different symbiotic gene background as microsymbionts, and that it might have selected some native rhizobia, especially the novel lineages Bradyrhizobium sp. I and sp. II, in its new habitat Guangzhou. These findings formed a basis for further study on adaptation and evolution of symbiosis between the introduced legumes and the indigenous rhizobia.","",NA,NA,NA,NA,NA,NA,NA,"14","4","0","0","12","0","18",NA,NA,"","1618-0984",NA,"MEDLINE:24985193","24985193",NA
"160","Kathryn","NO","J","Vander Broek, Charles W; Zainal Abidin, Nurhamimah; Stevens, Joanne M",NA,NA,NA,"ABIDIN, NURHAMIMAH ZAINAL/AAK-8933-2020","",NA,NA,"BipC, a Predicted Burkholderia pseudomallei Type 3 Secretion System Translocator Protein with Actin Binding Activity.","",NA,NA,"",NA,NA,NA,"Frontiers in cellular and infection microbiology",NA,NA,NA,"7","",NA,NA,"333","333",NA,"10.3389/fcimb.2017.00333",NA,NA,NA,"2017","2017","Burkholderia pseudomallei is an intracellular bacterial pathogen and the causative agent of melioidosis, a severe disease of humans and animals. Like other clinically important Gram-negative bacteria, fundamental to B. pseudomallei pathogenesis is the Bsa Type III Secretion System. The Bsa system injects bacterial effector proteins into the cytoplasm of target host cells subverting cellular pathways for the benefit of the bacteria. It is required for invasion of non-phagocytic host cells, escape from the endocytic compartment into the host cell cytoplasm, and for virulence in murine models of melioidosis. We have recently described the repertoire of effector proteins secreted by the B. pseudomallei Bsa system, however the functions of many of these effector proteins remain an enigma. One such protein is BipC, a homolog of the translocator/effector proteins SipC and IpaC from Salmonella spp. and Shigella flexneri respectively. SipC and IpaC each have separate and distinct roles acting both as translocators, involved in creating a pore in the eukaryotic cell membrane through which effector proteins can transit, and as effectors by interacting with and polymerizing host cell actin. In this study, pull-down assays demonstrate an interaction between BipC and actin. Furthermore, we show that BipC directly interacts with actin, preferentially with actin polymers (F-actin) and has the ability to polymerize actin in a similar manner as that described for SipC. Yet unlike SipC, BipC does not stabilize F-actin filaments, indicating a functionally distinct interaction with actin. Expression of Myc-tagged BipC in HeLa cells induces the formation of pseudopodia similar to that seen for IpaC. This study explores the effector function of BipC and reveals that actin interaction is conserved within the BipC/SipC/IpaC family of translocator/effector proteins.","",NA,NA,NA,NA,NA,NA,NA,"4","0","0","0","3","0","4",NA,NA,"","2235-2988",NA,"MEDLINE:28770177","28770177",NA
"161","Kathryn","NO","J","Zhang, Tan; Zhang, Sina; Jin, Chen; Lin, Zixia; Deng, Tuo; Xie, Xiaozai; Deng, Liming; Li, Xueyan; Ma, Jun; Ding, Xiwei; Liu, Yaming; Shan, Yunfeng; Yu, Zhengping; Wang, Yi; Chen, Gang; Li, Jialiang",NA,NA,NA,"Chen, Gang/ABG-9894-2021","Jin, Chen/0000-0002-4994-8375",NA,NA,"A Predictive Model Based on the Gut Microbiota Improves the Diagnostic Effect in Patients With Cholangiocarcinoma.","",NA,NA,"",NA,NA,NA,"Frontiers in cellular and infection microbiology",NA,NA,NA,"11","",NA,NA,"751795","751795",NA,"10.3389/fcimb.2021.751795",NA,NA,NA,"2021","2021","Cholangiocarcinoma (CCA) is a malignant hepatic tumor with a poor prognosis, which needs early diagnosis urgently. The gut microbiota has been shown to play a crucial role in the progression of liver cancer. Here, we explored a gut microbiota model covering genera Burkholderia-Caballeronia-Paraburkholderia, Faecalibacterium, and Ruminococcus_1 (B-F-R) for CCA early diagnosis. A case-control study was conducted to enroll 53 CCA patients, 47 cholelithiasis patients, and 40 healthy controls. The feces samples and clinical information of participants were collected in the same period. The gut microbiota and its diversity of individuals were accessed with 16S rDNA sequencing, and the gut microbiota profile was evaluated according to microbiota diversity. Finally, four enriched genera in the CCA group (genera Bacteroides, Muribaculaceae_unclassified, Muribaculum, and Alistipes) and eight enriched genera in the cholelithiasis group (genera Bifidobacterium, Streptococcus, Agathobacter, Ruminococcus_gnavus_group, Faecalibacterium, Subdoligranulum, Collinsella, Escherichia-Shigella) constitute an overall different microbial community composition (P = 0.001). The B-F-R genera model with better diagnostic value than carbohydrate antigen 19-9 (CA19-9) was identified by random forest and Statistical Analysis of Metagenomic Profiles (STAMP) to distinguish CCA patients from healthy controls [area under the curve (AUC) = 0.973, 95% CI = 0.932-1.0]. Moreover, the correlative analysis found that genera Burkholderia-Caballeronia-Paraburkholderia were positively correlated with body mass index (BMI). The significantly different microbiomes between cholelithiasis and CCA were found via principal coordinates analysis (PCoA) and linear discriminant analysis effect size (LEfSe), and Venn diagram and LEfSe were utilized to identify four genera by comparing microbial compositions among patients with malignant obstructive jaundice (MOJ-Y) or not (MOJ-N). In brief, our findings suggest that gut microbiota vary from benign and malignant hepatobiliary diseases to healthy people and provide evidence supporting gut microbiota to be a non-invasive biomarker for the early diagnosis of CCA.","",NA,NA,NA,NA,NA,NA,NA,"5","0","0","0","1","0","5",NA,NA,"","2235-2988",NA,"MEDLINE:34888258","34888258",NA
"162","Kathryn","NO","J","Kivisaar, Maia",NA,NA,NA,"","",NA,NA,"The Effect of Cellular Redox Status on the Evolvability of New Catabolic Pathways.","",NA,NA,"",NA,NA,NA,"mBio",NA,NA,NA,"9","5",NA,NA,"","",NA,"10.1128/mBio.01981-18",NA,NA,NA,"2018 Oct 16","2018","Oxidation of aromatic compounds can be mutagenic due to the accumulation of reactive oxygen species (ROS) in bacterial cells and thereby facilitate evolution of corresponding catabolic pathways. To examine the effect of the background biochemical network on the evolvability of environmental bacteria hosting a new catabolic pathway, Akkaya and colleagues (mBio 9:e01512-18, 2018, https://doi.org/10.1128/mBio.01512-18) introduced the still-evolving 2,4-dinitrotoluene (2,4-DNT) pathway genes from the original environmental Burkholderia sp. isolate into the genome of Pseudomonas putida KT2440. They show that the mutagenic effect of 2,4-DNT oxidation, which is associated with the accumulation of ROS and oxidative damage on DNA, can be avoided by preserving high NADPH levels in P. putida The observations of this study highlight the impact of the cellular redox status of bacteria on the evolvability of new metabolic pathways.","",NA,NA,NA,NA,NA,NA,NA,"3","0","0","0","3","0","3",NA,NA,"","2150-7511",NA,"MEDLINE:30327439","30327439",NA
"164","Kathryn","NO","J","Pedersen, Kerri; Quance, Christine R; Robbe-Austerman, Suelee; Piaggio, Antoinette J; Bevins, Sarah N; Goldstein, Samuel M; Gaston, Wesson D; DeLiberto, Thomas J",NA,NA,NA,"","Piaggio, Antoinette/0000-0002-4701-0746",NA,NA,"Identification of Brucella suis from feral swine in selected states in the USA.","",NA,NA,"",NA,NA,NA,"Journal of wildlife diseases",NA,NA,NA,"50","2",NA,NA,"171","9",NA,"10.7589/2013-09-235",NA,NA,NA,"2014-Apr","2014","Serologic tests currently available for brucellosis diagnosis detect antibodies to Brucella but do not distinguish between species of Brucella. Although Brucella suis is known to circulate within various feral swine (Sus scrofa) populations, our objective was to determine the primary species of Brucella circulating in feral swine populations in areas of the US with high brucellosis prevalence. We cultured lymph nodes from 183 feral swine. We identified 22 isolates from 21 animals, and all isolates were genotyped as B. suis. Most isolates were B. suis biovar 1, with the exception of two genetically distinct isolates from one feral swine in Hawaii, which were identified as B. suis biovar 3. Serum from each feral swine was also tested by the fluorescence polarization assay when possible, but only 52% (95% CL = 29.8-74.3) of culture-positive animals were antibody positive. Our results indicate that brucellosis infections in feral swine within the US are typically caused by B. suis. However, improved serologic tests are needed to more accurately determine exposure to Brucella spp. and to monitor disease trends in feral swine populations.","",NA,NA,NA,NA,NA,NA,NA,"26","0","0","0","16","0","26",NA,NA,"","1943-3700",NA,"MEDLINE:24484477","24484477",NA
"171","Kathryn","NO","J","Ndzwanana, Zimbini; Tsvuura, Zivanai; Valentine, Alex J; Perez-Fernandez, Maria A; Magadlela, Anathi",NA,NA,NA,"Magadlela, Anathi/R-5925-2019; Valentine, Alexander/G-6385-2019","Magadlela, Anathi/0000-0002-1381-2054; Valentine, Alexander/0000-0002-7995-0900; Tsvuura, Zivanai/0000-0003-1852-4737",NA,NA,"Differential patterns of nitrogen nutrition and growth cost of the indigenous Vachellia sieberiana and the introduced Chromolaena odorata in the savannah environment.","",NA,NA,"",NA,NA,NA,"AoB PLANTS",NA,NA,NA,"11","3",NA,NA,"plz008","plz008",NA,"10.1093/aobpla/plz008",NA,NA,NA,"2019-Jun","2019","Vachellia sieberiana fixes atmospheric nitrogen (N) and distributes it back into ecosystems. We hypothesize that biological nitrogen fixation in this plant species is limited by competition from the invasive shrub, Chromolaena odorata. Competition would therefore result in the legume plant switching its limited nitrogen (N) sources in phosphorus-poor soils in savannah ecosystems when resources have to be shared. This study investigated the different patterns of N use and growth costs by a native and an introduced leguminous shrubby species. We propose that the two species sharing the same environment might result in competition. The competitive effect would induce in the indigenous legume to better utilize atmospheric-derived N modifying plant growth kinetics and plant mineral concentrations. Seedlings of V. sieberiana were cultivated in natural soil inoculum with low levels of phosphorus (mg L-1 ± SE) of 3.67 ± 0.88. The experiments were divided into two treatments where (i) seedlings of V. sieberiana were subjected to competition by cultivating them together with seedlings of C. odorata, and (ii) seedlings of V. sieberiana were cultivated independently. Although V. sieberiana was subjected to competition, the N2-fixing bacteria that occupied the nodules was Mesorhizobium species, similar to plants not subjected to competition. Total plant biomass was similar between treatments although V. sieberiana plants subjected to competition accumulated more below-ground biomass and showed higher carbon construction costs than plants growing individually. Total plant phosphorus and nitrogen decreased in seedlings of V. sieberiana under competition, whereas no differences were observed in percent N derived from the atmosphere (%NDFA) between treatments. The specific nitrogen utilization rate (SNUR) was higher in V. sieberiana plants subjected to competition while specific nitrogen absorption rate (SNAR) showed the opposite response. Vachellia sieberiana is highly adapted to nutrient-poor savannah ecosystems and can withstand competition from invasive shrubs by utilizing both atmospheric and soil nitrogen sources.","",NA,NA,NA,NA,NA,NA,NA,"3","0","0","0","3","0","3",NA,NA,"2041-2851","",NA,"MEDLINE:31198527","31198527",NA
"172","Kathryn","NO","J","Stevens, Micah E; Pijut, Paula M",NA,NA,NA,"Pijut, Paula/N-6789-2015","",NA,NA,"Agrobacterium-mediated genetic transformation and plant regeneration of the hardwood tree species Fraxinus profunda.","",NA,NA,"",NA,NA,NA,"Plant cell reports",NA,NA,NA,"33","6",NA,NA,"861","70",NA,"10.1007/s00299-014-1562-2",NA,NA,NA,"2014-Jun","2014","This transformation and regeneration protocol provides an integral framework for the genetic improvement of Fraxinus profunda (pumpkin ash) for future development of plants resistant to the emerald ash borer. Using mature hypocotyls as the initial explants, an Agrobacterium tumefaciens-mediated genetic transformation system was successfully developed for pumpkin ash (Fraxinus profunda). This transformation protocol is an invaluable tool to combat the highly aggressive, non-native emerald ash borer (EAB), which has the potential to eliminate native Fraxinus spp. from the natural landscape. Hypocotyls were successfully transformed with Agrobacterium strain EHA105 harboring the pq35GR vector, containing an enhanced green fluorescent protein (EGFP) as well as a fusion gene between neomycin phosphotransferase (nptII) and gusA. Hypocotyls were cultured for 7 days on Murashige and Skoog (MS) medium with 22.2 muM 6-benzyladenine (BA), 4.5 muM thidiazuron (TDZ), 50 mg L(-1) adenine hemisulfate (AS), and 10 % coconut water (CW) prior to transformation. Hypocotyls were transformed using 90 s sonication plus 10 min vacuum infiltration after Agrobacterium was exposed to 100 muM acetosyringone for 1 h. Adventitious shoots were regenerated on MS medium with 22.2 muM BA, 4.5 muM TDZ, 50 mg L(-1) AS, 10 % CW, 400 mg L(-1) timentin, and 20 mg L(-1) kanamycin. Timentin at 400 and 20 mg L(-1) kanamycin were most effective at controlling Agrobacterium growth and selecting for transformed cells, respectively. The presence of nptII, GUS (beta-glucuronidase), and EGFP in transformed plants was confirmed using polymerase chain reaction (PCR), while the expression of EGFP was also confirmed through fluorescent microscopy and reverse transcription-PCR. This transformation protocol provides an integral foundation for future genetic modifications of F. profunda to provide resistance to EAB.","",NA,NA,NA,NA,NA,NA,NA,"16","0","1","0","14","0","17",NA,NA,"","1432-203X",NA,"MEDLINE:24493252","24493252",NA
"175","Kathryn","maybe","J","Zulpa, A K; Barathan, M; Iyadorai, T; Chandramathi, S; Vellasamy, K M; Vadivelu, J; Gan, G G; Anuar, N A",NA,NA,NA,"Vellasamy, Kumutha Malar/CAF-0007-2022; Iyadorai, Thevambiga/GSN-4683-2022; Muttiah, Barathan/M-8963-2016; VADIVELU, JAMUNARANI S/B-8696-2010; samudi@raju, Chandramathi/AAR-1595-2021; Zulpa, Ahmad Khusairy/ABD-4697-2021; Gan, Gin-Gin/N-7719-2018; Zulpa, Ahmad Khusairy/ABD-4795-2021","Vellasamy, Kumutha Malar/0000-0001-7661-3928; Iyadorai, Thevambiga/0000-0002-9258-620X; VADIVELU, JAMUNARANI S/0000-0001-7322-3676; Gan, Gin-Gin/0000-0003-2129-782X; Zulpa, Ahmad Khusairy/0000-0003-3924-016X",NA,NA,"Release of pro-inflammatory cytokines TNF-alpha, IFN-gamma and IL-6 by Burkholderia pseudomallei- stimulated peripheral blood mononucleocytes of acute myeloid leukemia patients.","",NA,NA,"",NA,NA,NA,"Tropical biomedicine",NA,NA,NA,"38","2",NA,NA,"180","185",NA,"10.47665/tb.38.2.055",NA,NA,NA,"2021-Jun-01","2021","Acute myeloid leukemia (AML) is a malignant disease progressed from abnormal production of immature myeloid cells, which is often associated with concurrent infections after diagnosis. It was widely established that infections are the major contributors to mortality in this group due to the prevalency of neutropenia. Gram-negative Burkholderia pseudomallei is the causative agent of melioidosis. This disease had been reported in several neutropenic cancer patients undergoing chemotherapy resulting in severe clinical presentations and high mortalities which is in need of critical attention. Studies show that cytokines are important mediators of melioidosis progression and low neutrophil counts are associated with progression of its severity. However, to date, there are no reports on cytokine production in neutropenic cancer patients who are prone to melioidosis. Hence, here we assessed the cytokine production in neutropenic AML patients by introducing B. pseudomallei to their peripheral blood mononuclear cell (PBMC) culture in vitro. We observed that inflammatory response related cytokines namely TNF-alpha, IFN-gamma IL-6 and IL-10 were highly circulated in infected PBMCs suggesting that these cytokines may play important roles in the progression of severity in melioidosis infected neutropenic patients.","",NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0",NA,NA,"","2521-9855",NA,"MEDLINE:34172708","34172708",NA
"180","Kathryn","NO","J","Koch, Moritz; Bruckmoser, Jonas; Scholl, Jorg; Hauf, Waldemar; Rieger, Bernhard; Forchhammer, Karl",NA,NA,NA,"","",NA,NA,"Maximizing PHB content in Synechocystis sp. PCC 6803: a new metabolic engineering strategy based on the regulator PirC.","",NA,NA,"",NA,NA,NA,"Microbial cell factories",NA,NA,NA,"19","1",NA,NA,"231","231",NA,"10.1186/s12934-020-01491-1",NA,NA,NA,"2020 Dec 22","2020","BACKGROUND: PHB (poly-hydroxy-butyrate) represents a promising bioplastic alternative with good biodegradation properties. Furthermore, PHB can be produced in a completely carbon-neutral fashion in the natural producer cyanobacterium Synechocystis sp. PCC 6803. This strain has been used as model system in past attempts to boost the intracellular production of PHB above ~15% per cell-dry-weight (CDW).RESULTS: We have created a new strain that lacks the regulatory protein PirC (product of sll0944), which exhibits a higher activity of the phosphoglycerate mutase resulting in increased PHB pools under nutrient limiting conditions. To further improve the intracellular PHB content, two genes involved in PHB metabolism, phaA and phaB, from the known producer strain Cupriavidus necator, were introduced under the control of the strong promotor PpsbA2. The resulting strain, termed PPT1 (DeltapirC-REphaAB), produced high amounts of PHB under continuous light as well under a day-night regime. When grown in nitrogen and phosphorus depleted medium, the cells produced up to 63% per CDW. Upon the addition of acetate, the content was further increased to 81% per CDW. The produced polymer consists of pure PHB, which is highly isotactic.CONCLUSION: The amounts of PHB achieved with PPT1 are the highest ever reported in any known cyanobacterium and demonstrate the potential of cyanobacteria for a sustainable, industrial production of PHB.","",NA,NA,NA,NA,NA,NA,NA,"22","0","0","0","15","0","23",NA,NA,"","1475-2859",NA,"MEDLINE:33353555","33353555",NA
"190","Kathryn","NO","J","Fukudome, Mitsutaka; Shimokawa, Yuta; Hashimoto, Shun; Maesako, Yusuke; Uchi-Fukudome, Nahoko; Niihara, Kota; Osuki, Ken-Ichi; Uchiumi, Toshiki",NA,NA,NA,"","",NA,NA,"Nitric Oxide Detoxification by Mesorhizobium loti Affects Root Nodule Symbiosis with Lotus japonicus.","",NA,NA,"",NA,NA,NA,"Microbes and environments",NA,NA,NA,"36","3",NA,NA,"","",NA,"10.1264/jsme2.ME21038",NA,NA,NA,"2021","2021","Root nodule symbiosis between legumes and rhizobia involves nitric oxide (NO) regulation by both the host plant and symbiotic rhizobia. However, the mechanisms by which the rhizobial control of NO affects root nodule symbiosis in Lotus japonicus are unknown. Therefore, we herein investigated the effects of enhanced NO removal by Mesorhizobium loti on symbiosis with L. japonicus. The hmp gene, which in Sinorhizobium meliloti encodes a flavohemoglobin involved in NO detoxification, was introduced into M. loti to generate a transconjugant with enhanced NO removal. The symbiotic phenotype of the transconjugant with L. japonicus was examined. The transconjugant showed delayed infection and higher nitrogenase activity in mature nodules than the wild type, whereas nodule senescence was normal. This result is in contrast to previous findings showing that enhanced NO removal in L. japonicus by class 1 phytoglobin affected nodule senescence. To evaluate differences in NO detoxification between M. loti and L. japonicus, NO localization in nodules was investigated. The enhanced expression of class 1 phytoglobin in L. japonicus reduced the amount of NO not only in infected cells, but also in vascular bundles, whereas that of hmp in M. loti reduced the amount of NO in infected cells only. This difference suggests that NO detoxification by M. loti exerts different effects in symbiosis than that by L. japonicus.","",NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0",NA,NA,"","1347-4405",NA,"MEDLINE:34470944","34470944",NA
"191","Kathryn","NO","J","Alonso Chavez, Vasthi; Parnell, Stephen; VAN DEN Bosch, Frank",NA,NA,NA,"parnell, stephen/I-7682-2015","parnell, stephen/0000-0002-2625-4557",NA,NA,"Monitoring invasive pathogens in plant nurseries for early-detection and to minimise the probability of escape.","",NA,NA,"",NA,NA,NA,"Journal of theoretical biology",NA,NA,NA,"407","",NA,NA,"290","302",NA,"10.1016/j.jtbi.2016.07.041",NA,NA,NA,"2016-10-21","2016","The global increase in the movement of plant products in recent years has triggered an increase in the number of introduced plant pathogens. Plant nurseries importing material from abroad may play an important role in the introduction and spread of diseases such as ash dieback and sudden oak death which are thought to have been introduced through trade. The economic, environmental and social costs associated with the spread of invasive pathogens become considerably larger as the incidence of the pathogen increases. To control the movement of pathogens across the plant trade network it is crucial to develop monitoring programmes at key points of the network such as plant nurseries. By detecting the introduction of invasive pathogens at low incidence, the control and eradication of an epidemic is more likely to be successful. Equally, knowing the likelihood of having sold infected plants once a disease has been detected in a nursery can help designing tracing plans to control the onward spread of the disease. Here, we develop an epidemiological model to detect and track the movement of an invasive plant pathogen into and from a plant nursery. Using statistical methods, we predict the epidemic incidence given that a detection of the pathogen has occurred for the first time, considering that the epidemic has an asymptomatic period between infection and symptom development. Equally, we calculate the probability of having sold at least one infected plant during the period previous to the first disease detection. This analysis can aid stakeholder decisions to determine, when the pathogen is first discovered in a nursery, the need of tracking the disease to other points in the plant trade network in order to control the epidemic. We apply our method to high profile recent introductions including ash dieback and sudden oak death in the UK and citrus canker and Huanglongbing disease in Florida. These results provide new insight for the design of monitoring strategies at key points of the trade network.","",NA,NA,NA,NA,NA,NA,NA,"17","0","0","0","13","0","17",NA,NA,"","1095-8541",NA,"MEDLINE:27477202","27477202",NA
"194","Kathryn","NO","J","Hagar, Jon A; Miao, Edward A",NA,NA,NA,"","Miao, Edward/0000-0001-7295-3490",NA,NA,"Detection of cytosolic bacteria by inflammatory caspases.","",NA,NA,"",NA,NA,NA,"Current opinion in microbiology",NA,NA,NA,"17","",NA,NA,"61","6",NA,"10.1016/j.mib.2013.11.008",NA,NA,NA,"2014-Feb","2014","The sanctity of the cytosolic compartment is rigorously maintained by a number of innate immune mechanisms. Inflammasomes detect signatures of microbial infection and trigger caspase-1 or caspase-11 activation, culminating in cytokine secretion and obliteration of the replicative niche via pyroptosis. Recent studies have examined inflammatory caspase responses to cytosolic bacteria, including Burkholderia, Shigella, Listeria, Francisella, and Mycobacterium species. For example, caspase-11 responds to LPS introduced into the cytosol after Gram-negative bacteria escape the vacuole. Not surprisingly, bacteria antagonize these responses; for example, Shigella delivers OspC3 to inhibit caspase-4, a potential human homolog of murine caspase-11. These findings underscore bacterial coevolution with the innate immune system, which has resulted in few, but highly specialized cytosolic pathogens.","",NA,NA,NA,NA,NA,NA,NA,"15","1","0","0","12","0","16",NA,NA,"","1879-0364",NA,"MEDLINE:24581694","24581694",NA
"196","Kathryn","NO","J","Vezina, Ben; Petit, Guillaume A; Martin, Jennifer L; Halili, Maria A",NA,NA,NA,"Halili, Maria A/J-8362-2014","Halili, Maria A/0000-0003-4407-5269; Petit, Guillaume Axel/0000-0002-8251-0754; Vezina, Ben/0000-0003-4224-2537",NA,NA,"Prediction of Burkholderia pseudomallei DsbA substrates identifies potential virulence factors and vaccine targets.","",NA,NA,"",NA,NA,NA,"PloS one",NA,NA,NA,"15","11",NA,NA,"e0241306","e0241306",NA,"10.1371/journal.pone.0241306",NA,NA,NA,"2020","2020","Identification of bacterial virulence factors is critical for understanding disease pathogenesis, drug discovery and vaccine development. In this study we used two approaches to predict virulence factors of Burkholderia pseudomallei, the Gram-negative bacterium that causes melioidosis. B. pseudomallei is naturally antibiotic resistant and there are no clinically available melioidosis vaccines. To identify B. pseudomallei protein targets for drug discovery and vaccine development, we chose to search for substrates of the B. pseudomallei periplasmic disulfide bond forming protein A (DsbA). DsbA introduces disulfide bonds into extra-cytoplasmic proteins and is essential for virulence in many Gram-negative organism, including B. pseudomallei. The first approach to identify B. pseudomallei DsbA virulence factor substrates was a large-scale genomic analysis of 511 unique B. pseudomallei disease-associated strains. This yielded 4,496 core gene products, of which we hypothesise 263 are DsbA substrates. Manual curation and database screening of the 263 mature proteins yielded 81 associated with disease pathogenesis or virulence. These were screened for structural homologues to predict potential B-cell epitopes. In the second approach, we searched the B. pseudomallei genome for homologues of the more than 90 known DsbA substrates in other bacteria. Using this approach, we identified 15 putative B. pseudomallei DsbA virulence factor substrates, with two of these previously identified in the genomic approach, bringing the total number of putative DsbA virulence factor substrates to 94. The two putative B. pseudomallei virulence factors identified by both methods are homologues of PenI family beta-lactamase and a molecular chaperone. These two proteins could serve as high priority targets for future B. pseudomallei virulence factor characterization.","",NA,NA,NA,NA,NA,NA,NA,"1","0","0","0","1","0","1",NA,NA,"","1932-6203",NA,"MEDLINE:33216758","33216758",NA
