Publication Type,Authors,Book Authors,Group Authors,Book Group Authors,Researcher Ids,ORCIDs,Book Editors,Author - Arabic,Article Title,Article Title - SciELO,Article Title - SciELO,Article Title - Chinese,Article Title - Russian,Patent Number,Patent Assignee,Source Title - Arabic,Source Title,Source Title - Korean,Book Series Title,Book Series Subtitle,Volume,Issue,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,Book DOI,Early Access Date,Supplement,Publication Date,Publication Year,Abstract,Abstract - Foreign,Abstract - English Transliteration ,Abstract - Foreign,Abstract - Korean,Conference Title,Conference Date,Conference Sponsor,Conference Location,"Times Cited, WoS Core","Times Cited, CSCD ","Times Cited, RSCI","Times Cited, ARCI","Times Cited, BCI","Times Cited, SCIELO","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,ISSN,eISSN,ISBN,UT (Unique ID),Pubmed Id,
J,"Li, Zhongkang; Xin, Xiuqing; Xiong, Bin; Zhao, Dongdong; Zhang, Xueli; Bi, Changhao",,,,,"bi, chang hao/0000-0002-1940-8511",,,Engineering the Calvin-Benson-Bassham cycle and hydrogen utilization pathway of Ralstonia eutropha for improved autotrophic growth and polyhydroxybutyrate production.,,,,,,,,Microbial cell factories,,,,19,1,,,228,228,,10.1186/s12934-020-01494-y,,,,2020 Dec 11,2020,"BACKGROUND: CO2 is fixed by all living organisms with an autotrophic metabolism, among which the Calvin-Benson-Bassham (CBB) cycle is the most important and widespread carbon fixation pathway. Thus, studying and engineering the CBB cycle with the associated energy providing pathways to increase the CO2 fixation efficiency of cells is an important subject of biological research with significant application potential.RESULTS: In this work, the autotrophic microbe Ralstonia eutropha (Cupriavidus necator) was selected as a research platform for CBB cycle optimization engineering. By knocking out either CBB operon genes on the operon or mega-plasmid of R. eutropha, we found that both CBB operons were active and contributed almost equally to the carbon fixation process. With similar knock-out experiments, we found both soluble and membrane-bound hydrogenases (SH and MBH), belonging to the energy providing hydrogenase module, were functional during autotrophic growth of R. eutropha. SH played a more significant role. By introducing a heterologous cyanobacterial RuBisCO with the endogenous GroES/EL chaperone system(A quality control systems for proteins consisting of molecular chaperones and proteases, which prevent protein aggregation by either refolding or degrading misfolded proteins) and RbcX(A chaperone in the folding of Rubisco), the culture OD600 of engineered strain increased 89.2% after 72h of autotrophic growth, although the difference was decreased at 96h, indicating cyanobacterial RuBisCO with a higher activity was functional in R. eutropha and lead to improved growth in comparison to the host specific enzyme. Meanwhile, expression of hydrogenases was optimized by modulating the expression of MBH and SH, which could further increase the R. eutropha H16 culture OD600 to 93.4% at 72h. Moreover, the autotrophic yield of its major industrially relevant product, polyhydroxybutyrate (PHB), was increased by 99.7%.CONCLUSIONS: To our best knowledge, this is the first report of successfully engineering the CBB pathway and hydrogenases of R. eutropha for improved activity, and is one of only a few cases where the efficiency of CO2 assimilation pathway was improved. Our work demonstrates that R. eutropha is a useful platform for studying and engineering the CBB for applications.",,,,,,,,,12,1,0,0,7,0,12,,,,1475-2859,,MEDLINE:33308236,33308236,
J,"Faisalina, A F; Sonvico, Fabio; Colombo, Paolo; Amirul, A A; Wahab, H A; Majid, Mohamed Isa Abdul",,,,"Sonvico, Fabio/G-7294-2012","Sonvico, Fabio/0000-0001-7372-1456",,,Docetaxel-Loaded Poly(3HB-co-4HB) Biodegradable Nanoparticles: Impact of Copolymer Composition.,,,,,,,,"Nanomaterials (Basel, Switzerland)",,,,10,11,,,,,,10.3390/nano10112123,,,,2020 Oct 26,2020,"Polyhydroxyalkanoate (PHA) copolymers show a relatively higher in vivo degradation rate compared to other PHAs, thus, they receive a great deal of attention for a wide range of medical applications. Nanoparticles (NPs) loaded with poorly water-soluble anticancer drug docetaxel (DCX) were produced using poly(3-hydroxybutyrate-co-4-hydroxybutyrate), P(3HB-co-4HB), copolymers biosynthesised from Cupriavidus malaysiensis USMAA1020 isolated from the Malaysian environment. Three copolymers with different molar proportions of 4-hydroxybutirate (4HB) were used: 16% (PHB16), 30% (PHB30) and 70% (PHB70) 4HB-containing P(3HB-co-4HB). Blank and DCX-loaded nanoparticles were then characterized for their size and size distribution, surface charge, encapsulation efficiency and drug release. Preformulation studies showed that an optimised formulation could be achieved through the emulsification/solvent evaporation method using PHB70 with the addition of 1.0% PVA, as stabilizer and 0.03% VitE-TPGS, as surfactant. DCX-loaded PHB70 nanoparticles (DCX-PHB70) gave the desired particle size distribution in terms of average particle size around 150 nm and narrow particle size distribution (polydispersity index (PDI) below 0.100). The encapsulation efficiency result showed that at 30% w/w drug-to-polymer ratio: DCX- PHB16 NPs were able to encapsulate up to 42% of DCX; DCX-PHB30 NPs encapsulated up to 46% of DCX and DCX-PHB70 NPs encapsulated up to 50% of DCX within the nanoparticle system. Approximately 60% of DCX was released from the DCX-PHB70 NPs within 7 days for 5%, 10% and 20% of drug-to-polymer ratio while for the 30% and 40% drug-to-polymer ratios, an almost complete drug release (98%) after 7 days of incubation was observed.",,,,,,,,,10,0,0,0,1,0,10,,,2079-4991,,,MEDLINE:33114572,33114572,
J,"Mitchell, Andrew J; Dunham, Noah P; Bergman, Jonathan A; Wang, Bo; Zhu, Qin; Chang, Wei-Chen; Liu, Xinyu; Boal, Amie K",,,,,"Dunham, Noah/0000-0001-8006-9566; Mitchell, Andrew/0000-0003-3726-6569; CHANG, WEI-CHEN/0000-0002-2341-9846",,,Structure-Guided Reprogramming of a Hydroxylase To Halogenate Its Small Molecule Substrate.,,,,,,,,Biochemistry,,,,56,3,,,441,444,,10.1021/acs.biochem.6b01173,,,,2017-01-24,2017,"Enzymatic installation of chlorine/bromine into unactivated carbon centers provides a versatile, selective, and environmentally friendly alternative to chemical halogenation. Iron(II) and 2-(oxo)-glutarate (FeII/2OG)-dependent halogenases are powerful biocatalysts that are capable of cleaving aliphatic C-H bonds to introduce useful functional groups, including halogens. Using the structure of the Fe/2OG halogenase, WelO5, in complex with its small molecule substrate, we identified a similar N-acyl amino acid hydroxylase, SadA, and reprogrammed it to halogenate its substrate, thereby generating a new chiral haloalkyl center. The work highlights the potential of FeII/2OG enzymes as platforms for development of novel stereospecific catalysts for late-stage C-H functionalization.",,,,,,,,,37,0,0,0,14,0,36,,,,1520-4995,,MEDLINE:28029241,28029241,
J,"Sirisena, Kosala A; Daughney, Christopher J; Moreau, Magali; Sim, Dalice A; Lee, Charles K; Cary, Stephen C; Ryan, Ken G; Chambers, Geoffrey K",,,,"Lee, Charles/AAC-9417-2019; Daughney, Chris/AAJ-4081-2021; Sirisena, Kosala/AAR-2022-2020","Lee, Charles/0000-0002-6562-4733; Cary, Stephen/0000-0002-2876-2387",,,Bacterial bioclusters relate to hydrochemistry in New Zealand groundwater.,,,,,,,,FEMS microbiology ecology,,,,94,11,,,,,,10.1093/femsec/fiy170,,,,2018-11-01,2018,"Groundwater is a major source of New Zealand's water supply and supports base flows in rivers. Microbial communities in groundwater ecosystems mediate biogeochemical processes, and it is therefore crucial to understand microbial diversity in these ecosystems. We analysed bacterial assemblages from 35 New Zealand groundwater monitoring sites with varying hydrogeochemical conditions across the country. Proteobacteria was the most abundant phylum, and Variovorax represented the most common taxon. Pseudomonas, Burkholderia, Acidovorax, Janthinobacterium, Polaromonas and Caulobacter were the other common taxa. There was no Operational Taxonomic Unit (OTU) that was found in every one of the 35 samples. Here, we introduce a framework that has potential utility for groundwater ecosystem management, where the samples with similar microbial communities are grouped together into 'bioclusters'. Metabolic inferences derived from the taxonomic data were used to predict the oxygen requirements, metabolic potential and bacterial energy sources of each biocluster. Groundwater chemistry explains 59% of the variation in the relative abundance of all OTUs, with NO3-N, pH, DO, NH4-N, Fe, Br and SO4 displaying the strongest relationships to bioclusters. We propose that the biocluster framework, coupled with metabolic inferences derived from the taxonomic data, may have application outside New Zealand for on-going monitoring of the health of groundwater ecosystems.",,,,,,,,,6,1,0,0,7,0,8,,,,1574-6941,,MEDLINE:30137301,30137301,
J,"Jackel, Claudia; Hertwig, Stefan; Scholz, Holger C; Nockler, Karsten; Reetz, Jochen; Hammerl, Jens A",,,,"Hammerl, Jens Andre/Y-6406-2018","Hammerl, Jens Andre/0000-0002-6930-4358",,,"Prevalence, Host Range, and Comparative Genomic Analysis of Temperate Ochrobactrum Phages.",,,,,,,,Frontiers in microbiology,,,,8,,,,1207,1207,,10.3389/fmicb.2017.01207,,,,2017,2017,"Ochrobactrum and Brucella are closely related bacteria that populate different habitats and differ in their pathogenic properties. Only little is known about mobile genetic elements in these genera which might be important for survival and virulence. Previous studies on Brucella lysogeny indicated that active phages are rare in this genus. To gain insight into the presence and nature of prophages in Ochrobactrum, temperate phages were isolated from various species and characterized in detail. In silico analyses disclosed numerous prophages in published Ochrobactrum genomes. Induction experiments showed that Ochrobactrum prophages can be induced by various stress factors and that some strains released phage particles even under non-induced conditions. Sixty percent of lysates prepared from 125 strains revealed lytic activity. The host range and DNA similarities of 19 phages belonging to the families Myoviridae, Siphoviridae, or Podoviridae were determined suggesting that they are highly diverse. Some phages showed relationship to the temperate Brucella inopinata phage BiPB01. The genomic sequences of the myovirus POA1180 (41,655 bp) and podovirus POI1126 (60,065 bp) were analyzed. Phage POA1180 is very similar to a prophage recently identified in a Brucella strain isolated from an exotic frog. The POA1180 genome contains genes which may confer resistance to chromate and the ability to take up sulfate. Phage POI1126 is related to podoviruses of Sinorhizobium meliloti (PCB5), Erwinia pyrifoliae (Pep14), and Burkholderia cenocepacia (BcepIL02) and almost identical to an unnamed plasmid of the Ochrobactrum intermedium strain LMG 3301. Further experiments revealed that the POI1126 prophage indeed replicates as an extrachromosomal element. The data demonstrate for the first time that active prophages are common in Ochrobactrum and suggest that atypical brucellae also may be a reservoir for temperate phages.",,,,,,,,,18,0,0,0,12,0,18,,,1664-302X,,,MEDLINE:28713341,28713341,
J,"Moreno Salas, Lucila; Espinoza-Carniglia, Mario; Lizama Schmeisser, Nicol; Torres, L Gonzalo; Silva-de la Fuente, Maria Carolina; Lareschi, Marcela; Gonzalez-Acuna, Daniel",,,,"Espinoza-Carniglia, Mario/AAH-7934-2020","Espinoza-Carniglia, Mario/0000-0001-6786-3271",,,Fleas of black rats (Rattus rattus) as reservoir host of Bartonella spp. in Chile.,,,,,,,,PeerJ,,,,7,,,,e7371,e7371,,10.7717/peerj.7371,,,,2019,2019,"BACKGROUND: Rattus rattus is a widely distributed, invasive species that presents an important role in disease transmission, either directly or through vector arthropods such as fleas. These black rats can transmit a wide variety of pathogens, including bacteria of the genus Bartonella, which can cause diseases in humans and animals. In Chile, no data are available identifying fleas from synanthropic rodents as Bartonella vectors. The aim of this study was to investigate the prevalence of Bartonella spp. in the fleas of R. rattus in areas with different climate conditions and featuring different human population densities.METHODS: In all, 174 fleas collected from 261 R. rattus captured from 30 localities with different human densities (cities, villages, and wild areas) across five hydrographic zones of Chile (hyper-arid, arid, semi-arid, sub-humid, and hyper-humid) were examined. Bartonella spp. presence was determined through polymerase chain reaction, using gltA and rpoB genes, which were concatenated to perform a similarity analysis with BLAST and phylogenetic analysis.RESULTS: Overall, 15 fleas species were identified; Bartonella gltA and rpoB fragments were detected in 21.2% (37/174) and 19.5% (34/174) of fleas, respectively. A total of 10 of the 15 fleas species found were positive for Bartonella DNA. Leptopsylla segnis was the most commonly collected flea species (n = 55), and it also presented a high prevalence of Bartonella DNA (P% = 34.5%). The highest numbers of fleas of this species were collected in villages of the arid zone. There were no seasonal differences in the prevalence of Bartonella DNA. The presence of Bartonella DNA in fleas was recorded in all hydrographic areas, and the arid zone presented the highest prevalence of this species. Regarding areas with different human densities, the highest prevalence was noted in the villages (34.8% gltA and 31.8% rpoB), followed by cities (14.8% gltA and 11.1% rpoB) and wild areas (7.4% gltA and 14.8% rpoB). The BLAST analysis showed a high similitude (>96%) with four uncharacterized Bartonella genotypes and with two species with zoonotic potential: B. mastomydis and B. tribocorum. The phylogenetic analysis showed a close relationship with B. elizabethae and B. tribocorum. This is the first study to provide evidence of the presence of Bartonella in fleas of R. rattus in Chile, indicating that the villages and arid zone correspond to areas with higher infection risk.",,,,,,,,,11,0,0,0,9,1,11,,,2167-8359,,,MEDLINE:31396444,31396444,
J,"Ganger, Stella; Schindowski, Katharina",,,,"Schindowski, Katharina/K-3726-2016","Schindowski, Katharina/0000-0003-2514-1654",,,"Tailoring Formulations for Intranasal Nose-to-Brain Delivery: A Review on Architecture, Physico-Chemical Characteristics and Mucociliary Clearance of the Nasal Olfactory Mucosa.",,,,,,,,Pharmaceutics,,,,10,3,,,,,,10.3390/pharmaceutics10030116,,,,2018 Aug 03,2018,"The blood-brain barrier and the blood-cerebrospinal fluid barrier are major obstacles in central nervous system (CNS) drug delivery, since they block most molecules from entering the brain. Alternative drug delivery routes like intraparenchymal or intrathecal are invasive methods with a remaining risk of infections. In contrast, nose-to-brain delivery is a minimally invasive drug administration pathway, which bypasses the blood-brain barrier as the drug is directed from the nasal cavity to the brain. In particular, the skull base located at the roof of the nasal cavity is in close vicinity to the CNS. This area is covered with olfactory mucosa. To design and tailor suitable formulations for nose-to-brain drug delivery, the architecture, structure and physico-chemical characteristics of the mucosa are important criteria. Hence, here we review the state-of-the-art knowledge about the characteristics of the nasal and, in particular, the olfactory mucosa needed for a rational design of intranasal formulations and dosage forms. Also, the information is suitable for the development of systemic or local intranasal drug delivery as well as for intranasal vaccinations.",,,,,,,,,144,3,0,0,102,0,146,,,1999-4923,,,MEDLINE:30081536,30081536,
J,"Hill, Yvette; Colombi, Elena; Bonello, Emma; Haskett, Timothy; Ramsay, Joshua; O'Hara, Graham; Terpolilli, Jason",,,,,"Terpolilli, Jason/0000-0003-4306-3346; Haskett, Timothy/0000-0003-4675-6009; Colombi, Elena/0000-0002-3753-4925; Hill, Yvette/0000-0001-5810-7845",,,Evolution of diverse effective N2-fixing microsymbionts of Cicer arietinum following horizontal transfer of the Mesorhizobium ciceri CC1192 symbiosis integrative and conjugative element.,,,,,,,,Applied and environmental microbiology,,,,,,,,,,,10.1128/AEM.02558-20,,,,2020-Dec-18,2020,"Rhizobia are soil bacteria capable of forming N2-fixing symbioses with legumes, with highly effective strains often selected in agriculture as inoculants to maximize symbiotic N2 fixation. When rhizobia in the genus Mesorhizobium have been introduced with exotic legumes into farming systems, horizontal transfer of symbiosis Integrative and Conjugative Elements (ICEs) from the inoculant strain to soil bacteria has resulted in the evolution of ineffective N2-fixing rhizobia that are competitive for nodulation with the target legume. In Australia, Cicer arietinum (chickpea) has been inoculated since the 1970's with Mesorhizobium ciceri sv. ciceri CC1192, a highly effective strain from Israel. Although the full genome sequence of this organism is available, little is known about the mobility of its symbiosis genes and the diversity of cultivated C. arietinum-nodulating organisms. Here, we show the CC1192 genome harbors a 419-kb symbiosis ICE (ICEMcSym1192) and a 648-kb repABC-type plasmid pMC1192 carrying putative fix genes. We sequenced the genomes of 11 C. arietinum nodule isolates from a field site exclusively inoculated with CC1192 and showed they were diverse unrelated Mesorhizobium carrying ICEMcSym1192, indicating they had acquired the ICE by environmental transfer. No exconjugants harboured pMc1192 and the plasmid was not essential for N2 fixation in CC1192. Laboratory conjugation experiments confirmed ICEMcSym1192 is mobile, integrating site-specifically within the 3' end of one of the four ser-tRNA genes in the R7ANS recipient genome. Strikingly, all ICEMcSym1192 exconjugants were as efficient at fixing N2 with C. arietinum as CC1192, demonstrating ICE transfer does not necessarily yield ineffective microsymbionts as previously observed.Importance Symbiotic N2 fixation is a key component of sustainable agriculture and in many parts of the world legumes are inoculated with highly efficient strains of rhizobia to maximise fixed N2 inputs into farming systems. Symbiosis genes for Mesorhizobium spp. are often encoded chromosomally within mobile gene clusters called Integrative and Conjugative Elements or ICEs. In Australia, where all agricultural legumes and their rhizobia are exotic, horizontal transfer of ICEs from inoculant Mesorhizobium strains to native rhizobia has led to the evolution of inefficient strains that outcompete the original inoculant, with the potential to render it ineffective. However, the commercial inoculant strain for Cicer arietinum (chickpea), M. ciceri CC1192, has a mobile symbiosis ICE (ICEMcSym1192) which can support high rates of N2 fixation following either environmental or laboratory transfer into diverse Mesorhizobium backgrounds, demonstrating ICE transfer does not necessarily yield ineffective microsymbionts as previously observed.",,,,,,,,,6,0,0,0,6,0,6,,,,1098-5336,,MEDLINE:33355157,33355157,
J,"Neerincx, Anne H; Mandon, Julien; van Ingen, Jakko; Arslanov, Denis D; Mouton, Johan W; Harren, Frans J M; Merkus, Peter J F M; Cristescu, Simona M",,,,"Cristescu, Simona M./B-6760-2014; van Ingen, Jakko/D-5526-2014; Neerincx, Anne/E-1575-2016; Merkus, P.J.F.M./L-4523-2015; Harren, Frans/A-1729-2010","van Ingen, Jakko/0000-0002-0581-2003; Harren, Frans/0000-0002-6192-3322",,,Real-time monitoring of hydrogen cyanide (HCN) and ammonia (NH₃) emitted by Pseudomonas aeruginosa.,,,,,,,,Journal of breath research,,,,9,2,,,27102,27102,,10.1088/1752-7155/9/2/027102,,,,2015 Jan 29,2015,"We present the real-time monitoring of hydrogen cyanide (HCN) production from Pseudomonas aeruginosa (P. aeruginosa) strains in vitro, using laser-based photoacoustic spectroscopy. Simultaneously, the production of ammonia (NH3) was measured, and the influence of different factors (e.g. the medium, temperature and antibiotics treatment) was assessed. Both reference strains and clinical isolates of patients with CF were studied, and compared to other pathogens commonly present in lungs/airways of CF patients. Hydrogen cyanide production starts to rise as soon as P. aeruginosa bacteria reach the stationary phase ((9.0-9.5) * 10(9) colony forming units, CFUs), up to concentrations of 14.5 microliters per hour (lh(-1)). Different strains of P. aeruginosa produced HCN to varying degrees, and addition of tobramycin strongly reduced HCN production within 2h from application. Burkholderia cepacia also produced HCN (up to 0.35lh(-1) in 9.0 * 10(9)CFU) while other pathogens (Aspergillus fumigatus, Stenotrophomonas maltophilia, Mycobacterium abscessus) did not produce detectable levels. Our study reveals for the first time a broad overview of the dynamics of the HCN production in vitro.",,,,,,,,,22,2,0,0,13,0,23,,,,1752-7163,,MEDLINE:25634638,25634638,
J,"Insomphun, Chayatip; Kobayashi, Shingo; Fujiki, Tetsuya; Numata, Keiji",,,,"Numata, Keiji/H-9751-2012","Numata, Keiji/0000-0003-2199-7420",,,Biosynthesis of polyhydroxyalkanoates containing hydroxyl group from glycolate in Escherichia coli.,,,,,,,,AMB Express,,,,6,1,,,29,29,,10.1186/s13568-016-0200-5,,,,2016-Dec,2016,"Polyhydroxyalkanoates (PHAs) containing hydroxyl groups in a side chain were produced in recombinant Escherichia coli JM109 using glycolate as the sole carbon source. The propionate-CoA transferase (pct) gene from Megasphaera elsdenii and the beta-ketothiolase (bktB) gene and phaCAB operon from Ralstonia eutropha H16 were introduced into E. coli JM109. A novel monomer containing a hydroxyl group, dihydroxybutyrate (DHBA), was the expected product of the condensation of glycolyl-CoA and acetyl-CoA by BktB. The recombinant strain produced a PHA containing 1mol% DHBA. The incorporation of DHBA may have been restricted because the expression of phaAB1 competes for acetyl-CoA. The PHA containing DHBA units were evaluated regarding thermal properties, such as melting temperature, glass transition temperature and thermal degradation temperature. The current study demonstrates a potential use of PHA containing hydroxyl groups as renewable resources in biological materials.",,,,,,,,,17,0,0,0,11,1,17,,,2191-0855,,,MEDLINE:27075993,27075993,
J,"Hajizadeh, Negin; Zhang, Meng; Akerman, Meredith; Kohn, Nina; Mathew, Anna; Hadjiliadis, Denis; Wang, Janice; Lesser, Martin L",,,,,"hajizadeh, negin/0000-0002-6404-1018; Mathew, Anna/0000-0002-6890-6859",,,Survival models to support shared decision-making about advance care planning for people with advanced stage cystic fibrosis.,,,,,,,,BMJ open respiratory research,,,,8,1,,,,,,10.1136/bmjresp-2020-000794,,,,2021-05,2021,"BACKGROUND: For people with advanced stage cystic fibrosis (CF), tailored survival estimates could facilitate preparation for decision-making in the event of acutely deteriorating respiratory function.METHODS: We used the US CF Foundation national database (2008-2013) to identify adult people with incident advanced stage CF (forced expiratory volume in 1 s (FEV1) ≤45% predicted). Using the lasso method for variable selection, we divided the dataset into training and validation samples (2:1), and developed two multivariable Cox proportional hazards models to calculate probabilities of survival from baseline (T0 model), and from 1year after (T12 model). We also performed Kaplan-Meier survival analyses.RESULTS: 4752 people were included. For the T0 model, FEV1; insurance; non-invasive ventilation; supplemental oxygen; Burkholderia colonisation; cirrhosis; depression; dialysis; current smoking; unclassifiable mutation class and cumulative CF exacerbations predicted increased mortality. Baseline transplant evaluation status of 'accepted, on waiting list' predicted decreased mortality. For the T12 model, interim decrease in FEV1 >10%, and pulmonary exacerbations additionally increased predicted mortality. Lung transplantation was associated with lower mortality. Of the 4752, 93.5%, 86.4%, 79.7% and 73.9% survived to 1, 2, 3 and 4years, respectively, without considering any confounding variables. The models had moderate predictive ability indicated by the area under the time-dependent receiver operating characteristic curve (0.787, 95%CI 0.769 to 0.794 for T0 model; and 0.779, 95%CI 0.767 to 0.797 for T12 model).CONCLUSION: We have developed models predicting survival in people with incident advanced stage CF, which can be reapplied over time to support shared decision-making about end-of-life treatment choices and lung transplantation. These estimates must be updated as data become available regarding long-term outcomes for people treated with CF transmembrane conductance regulator modulators.",,,,,,,,,0,0,0,0,0,0,0,,,,2052-4439,,MEDLINE:34031106,34031106,
J,"Baez-Rogelio, Antonino; Morales-Garcia, Yolanda Elizabeth; Quintero-Hernandez, Veronica; Munoz-Rojas, Jesus",,,,"Baez, Antonino/T-6638-2017; Munoz-Rojas, Jesus/B-9786-2019; Morales-Garcia, Yolanda Elizabeth/AAU-5882-2020","Baez, Antonino/0000-0001-8453-3178; Munoz-Rojas, Jesus/0000-0002-1151-9778; Morales-Garcia, Yolanda Elizabeth/0000-0003-0376-034X; Quintero-Hernandez, Veronica/0000-0002-1856-8134",,,Next generation of microbial inoculants for agriculture and bioremediation.,,,,,,,,Microbial biotechnology,,,,10,1,,,19,21,,10.1111/1751-7915.12448,,,,2017-01,2017,In this Crystal Ball we describe the negative effects of the scheme of intensive agriculture of the green revolution technology. To recover the contaminated soils derived from intensive farming is necessary introduce new successful technologies to replace the use of chemical fertilizer and toxic pesticides by organic fertilizers and biological control agents. Our principal speculation is that in a short time authors in the field of PGPB and bioremediation will be expanding the knowledge on the development of different formulations containing super-bacteria or a mixture of super-bacteria able to provide beneficial effect for agriculture and bioremediation.,,,,,,,,,62,2,1,0,49,3,66,,,,1751-7915,,MEDLINE:27790851,27790851,
J,"Lee, Ein; Karki, Rajendra; Kanneganti, Thirumala-Devi",,,,"Karki, Rajendra/H-6647-2019; Kanneganti, Thirumala-Devi/Y-2503-2019","Karki, Rajendra/0000-0003-4436-9128; Kanneganti, Thirumala-Devi/0000-0002-6395-6443",,,The NLRC4 inflammasome requires IRF8-dependent production of NAIPs.,,,,,,,,Cell stress,,,,2,6,,,144,146,,10.15698/cst2018.06.141,,,,2018 May 22,2018,"Activation of the NLRC4 inflammasome is crucial for defense against bacterial species that have flagellin or the type III secretion system (T3SS). We have discovered the role of interferon regulatory factor 8 (IRF8) in mediating NLRC4 inflammasome activation. IRF8 is required for the transcription of genes encoding NAIPs, thereby enabling cellular detection of flagellin or T3SS proteins. In vivo, IRF8 is important for NLRC4 inflammasome-dependent cytokine production, bacterial clearance, and ultimately, host survival. By introducing IRF8 as a player in inflammasome regulation, our study provides a new perspective on that process.",,,,,,,,,0,0,0,0,1,0,1,,,,2523-0204,,MEDLINE:31225480,31225480,
J,"Nambu, Yuka; Ishii-Hyakutake, Manami; Harada, Ken; Mizuno, Shoji; Tsuge, Takeharu",,,,"Tsuge, Takeharu/F-6618-2011","Tsuge, Takeharu/0000-0002-6296-6500",,,Expanded amino acid sequence of the PhaC box in the active center of polyhydroxyalkanoate synthases.,,,,,,,,FEBS letters,,,,594,4,,,710,716,,10.1002/1873-3468.13651,,,,2020-02,2020,"Polyhydroxyalkanoate (PHA) synthases catalyze the polymerization reaction of the acyl moiety of hydroxyacyl-coenzyme A into polyester. The catalytic subunit PhaC of PHA synthase has the PhaC box sequence at the active site that is typically described as G-X-C-X-G-G (X is an arbitrary amino acid), and cysteine is an active center. In this study, an amino acid replacement was introduced into the PhaC box of the PHA synthase derived from Ralstoniaeutropha (PhaCRe ) to investigate the importance of highly conserved residues in polymerizing activity. Point mutagenesis revealed that PhaCRe mutants with the expanded PhaC box sequence ([GAST]-X-C-X-[GASV]-[GA]) are functional PHA synthases. These findings highlight the low mutational robustness of the last glycine residue in the PhaC box as well as that of the active center cysteine.",,,,,,,,,6,0,0,0,6,0,6,,,,1873-3468,,MEDLINE:31665820,31665820,
J,"Carson, Christine F; Inglis, Timothy Jj",,,,"Carson, Christine/F-1521-2013","Carson, Christine/0000-0003-3669-1651",,,Air sampling to assess potential generation of aerosolized viable bacteria during flow cytometric analysis of unfixed bacterial suspensions.,,,,,,,,Gates open research,,,,1,,,,2,2,,10.12688/gatesopenres.12759.2,,,,2017,2017,"This study investigated aerosolized viable bacteria in a university research laboratory during operation of an acoustic-assisted flow cytometer for antimicrobial susceptibility testing by sampling room air before, during and after flow cytometer use. The aim was to assess the risk associated with use of an acoustic-assisted flow cytometer analyzing unfixed bacterial suspensions. Air sampling in a nearby clinical laboratory was conducted during the same period to provide context for the existing background of microorganisms that would be detected in the air. The three species of bacteria undergoing analysis by flow cytometer in the research laboratory were Klebsiella pneumoniae, Burkholderia thailandensis and Streptococcus pneumoniae. None of these was detected from multiple 1000 L air samples acquired in the research laboratory environment. The main cultured bacteria in both locations were skin commensal and environmental bacteria, presumed to have been disturbed or dispersed in laboratory air by personnel movements during routine laboratory activities. The concentrations of bacteria detected in research laboratory air samples were reduced after interventional cleaning measures were introduced and were lower than those in the diagnostic clinical microbiology laboratory. We conclude that our flow cytometric analyses of unfixed suspensions of K. pneumoniae, B. thailandensis and S. pneumoniae do not pose a risk to cytometer operators or other personnel in the laboratory but caution against extrapolation of our results to other bacteria and/or different flow cytometric experimental procedures.",,,,,,,,,3,0,0,0,3,0,3,,,,2572-4754,,MEDLINE:29608197,29608197,
J,"Ushimaru, Kazunori; Tsuge, Takeharu",,,,"Tsuge, Takeharu/F-6618-2011; Ushimaru, Kazunori/L-9570-2018","Tsuge, Takeharu/0000-0002-6296-6500; Ushimaru, Kazunori/0000-0002-9229-6018",,,Characterization of binding preference of polyhydroxyalkanoate biosynthesis-related multifunctional protein PhaM from Ralstonia eutropha.,,,,,,,,Applied microbiology and biotechnology,,,,100,10,,,4413,21,,10.1007/s00253-015-7225-6,,,,2016-May,2016,"The binding preference of a polyhydroxyalkanoate (PHA) biosynthesis-related multifunctional protein from Ralstonia eutropha (PhaMRe) was characterized. In vitro activity assay showed that PHA synthase from R. eutropha (PhaCRe) was activated by the presence of PhaMRe but PHA synthase from Aeromonas caviae (PhaCAc) was not. Additionally, in vitro assays of protein-protein interactions demonstrated that PhaMRe interacted with PhaCRe directly, but did not interact with PhaCAc. These results suggest that the protein-protein interaction is important for the activation of PhaC by PhaMRe. Further analyses indicated that PhaMRe has little or no direct interaction with the PHA polymer chain. Subsequently, PHA biosynthesis genes (phaA Re, phaB Re, and phaC Re/phaC Ac) and the phaM Re gene were introduced into recombinant Escherichia coli and cultivated for PHA accumulation. Contrary to our expectations, the expression of PhaMRe decreased PHA accumulation and changed the morphology of PHA granules to be microscopically obscure shape in PhaCRe-expressing E. coli. No change in the amount of P(3HB) or the morphology of granules by PhaMRe expression was observed in PhaCAc-expressing E. coli. These observations suggest that PhaMRe affects cellular physiology through the PhaM-PhaC interaction.",,,,,,,,,6,0,0,0,6,0,6,,,,1432-0614,,MEDLINE:26728018,26728018,
