STUDY_ID,REVIEWERS,INCLUDE,Publication.Type,Authors,Book.Authors,Group.Authors,Book.Group.Authors,Researcher.Ids,ORCIDs,Book.Editors,Author...Arabic,Article.Title,Article.Title...SciELO,Article.Title...SciELO.1,Article.Title...Chinese,Article.Title...Russian,Patent.Number,Patent.Assignee,Source.Title...Arabic,Source.Title,Source.Title...Korean,Book.Series.Title,Book.Series.Subtitle,Volume,Issue,Special.Issue,Meeting.Abstract,Start.Page,End.Page,Article.Number,DOI,Book.DOI,Early.Access.Date,Supplement,Publication.Date,Publication.Year,Abstract,Abstract...Foreign,Abstract...English.Transliteration,Abstract...Foreign.1,Abstract...Korean,Conference.Title,Conference.Date,Conference.Sponsor,Conference.Location,Times.Cited..WoS.Core,Times.Cited..CSCD.,Times.Cited..RSCI,Times.Cited..ARCI,Times.Cited..BCI,Times.Cited..SCIELO,Times.Cited..All.Databases,X180.Day.Usage.Count,Since.2013.Usage.Count,ISSN,eISSN,ISBN,UT..Unique.ID.,Pubmed.Id,X
95,Kim,NO,J,"Singh, Sandeep; Dohre, Sudhir K; Kamthan, Aayushi; Pal, Vijai; Karothia, Bhagwan Swaroop; Singha, Hari-Sankar; Kumar, Subodh",NA,,NA,,"Kumar, Subodh/0000-0002-8764-3361",NA,NA,Improvement of recombinant-truncated Burkholderia motility protein A (BimA)-based indirect ELISA for equine glanders.,,NA,NA,,NA,NA,NA,Journal of immunoassay & immunochemistry,NA,NA,NA,39,5,NA,NA,565,575,NA,10.1080/15321819.2018.1523800,NA,NA,NA,2018,2018,"Glanders is a contagious and highly fatal disease of equines with zoonotic potential. It is caused by a Gram-negative, nonmotile bacterium Burkholderia mallei. Complement fixation test (CFT) is one of the most commonly used tests for diagnosis of glanders; however, it has some limitations. A recombinant-truncated Burkholderia intracellular motility A (BimA) protein-based indirect enzyme-linked immunosorbent assay (iELISA) was previously reported by us for glanders diagnosis, which has been re-optimized in this study using a panel of glanders positive (n=75) and glanders negative (n=227) serum samples. The improved iELISA exhibited 96% sensitivity and 90.75% specificity. The assay had 98.56% negative predictive value. In the improved iELISA, background for negative samples was reduced and a rational assay cut-off based on ROC curves was introduced. Intra laboratory repeatability of the iELISA was tested by 3 different operators with 100% correlation. The BimA-coated ELISA plates could be used without significant decrease in diagnostic efficacy even after their storage at room temperature or 37°C for 90days. Overall, the improved iELISA is a sensitive, specific, reproducible, and easy-to-use assay that has potential in serodiagnosis of glanders, more suitably to demonstrate freedom from B. mallei infection in a population.",,,NA,NA,NA,NA,NA,NA,2,0,0,0,1,0,2,NA,NA,,1532-4230,NA,MEDLINE:30303469,30303469,NA
96,Kim,NO,J,"Doin de Moura, Ginaini Grazielli; Remigi, Philippe; Masson-Boivin, Catherine; Capela, Delphine",NA,,NA,,"Doin De Moura, Ginaini Grazielli/0000-0002-2582-7720; Remigi, Philippe/0000-0001-9023-3788; Capela, Delphine/0000-0003-3891-672X",NA,NA,Experimental Evolution of Legume Symbionts: What Have We Learnt?,,NA,NA,,NA,NA,NA,Genes,NA,NA,NA,11,3,NA,NA,,,NA,10.3390/genes11030339,NA,NA,NA,2020 Mar 23,2020,"Rhizobia, the nitrogen-fixing symbionts of legumes, are polyphyletic bacteria distributed in many alpha- and beta-proteobacterial genera. They likely emerged and diversified through independent horizontal transfers of key symbiotic genes. To replay the evolution of a new rhizobium genus under laboratory conditions, the symbiotic plasmid of Cupriavidus taiwanensis was introduced in the plant pathogen Ralstonia solanacearum, and the generated proto-rhizobium was submitted to repeated inoculations to the C. taiwanensis host, Mimosa pudica L.. This experiment validated a two-step evolutionary scenario of key symbiotic gene acquisition followed by genome remodeling under plant selection. Nodulation and nodule cell infection were obtained and optimized mainly via the rewiring of regulatory circuits of the recipient bacterium. Symbiotic adaptation was shown to be accelerated by the activity of a mutagenesis cassette conserved in most rhizobia. Investigating mutated genes led us to identify new components of R. solanacearum virulence and C. taiwanensis symbiosis. Nitrogen fixation was not acquired in our short experiment. However, we showed that post-infection sanctions allowed the increase in frequency of nitrogen-fixing variants among a non-fixing population in the M. pudica-C. taiwanensis system and likely allowed the spread of this trait in natura. Experimental evolution thus provided new insights into rhizobium biology and evolution.",,,NA,NA,NA,NA,NA,NA,8,0,0,0,8,0,8,NA,NA,,2073-4425,NA,MEDLINE:32210028,32210028,NA
99,Kim,NO,J,"Schaefers, Matthew M; Liao, Tiffany L; Boisvert, Nicole M; Roux, Damien; Yoder-Himes, Deborah; Priebe, Gregory P",NA,,NA,"Roux, Damien/C-5618-2014; Priebe, Gregory/AAG-4027-2021; Roux, Damien/L-3671-2014; Schaefers, Matthew/AAU-8213-2021","Roux, Damien/0000-0002-6103-6416; Priebe, Gregory/0000-0001-9831-0354; Roux, Damien/0000-0002-6103-6416; Schaefers, Matthew/0000-0001-7454-4180; Yoder-Himes, Deborah/0000-0001-9576-3833",NA,NA,"An Oxygen-Sensing Two-Component System in the Burkholderia cepacia Complex Regulates Biofilm, Intracellular Invasion, and Pathogenicity.",,NA,NA,,NA,NA,NA,PLoS pathogens,NA,NA,NA,13,1,NA,NA,e1006116,e1006116,NA,10.1371/journal.ppat.1006116,NA,NA,NA,2017-01,2017,"Burkholderia dolosa is a member of the Burkholderia cepacia complex (BCC), which is a group of bacteria that cause chronic lung infection in patients with cystic fibrosis (CF) and can be associated with outbreaks carrying high morbidity and mortality. While investigating the genomic diversity of B. dolosa strains collected from an outbreak among CF patients, we previously identified fixL as a gene showing signs of strong positive selection. This gene has homology to fixL of the rhizobial FixL/FixJ two-component system. The goals of this study were to determine the functions of FixLJ and their role in virulence in B. dolosa. We generated a fixLJ deletion mutant and complemented controls in B. dolosa strain AU0158. Using a fixK-lacZ reporter we found that FixLJ was activated in low oxygen in multiple BCC species. In a murine pneumonia model, the B. dolosa fixLJ deletion mutant was cleared faster from the lungs and spleen than wild-type B. dolosa strain AU0158 at 7 days post infection. Interestingly, the fixLJ deletion mutant made more biofilm, albeit with altered structure, but was less motile than strain AU0158. Using RNA-seq with in vitro grown bacteria, we found ~11% of the genome was differentially expressed in the fixLJ deletion mutant relative to strain AU0158. Multiple flagella-associated genes were down-regulated in the fixLJ deletion mutant, so we also evaluated virulence of a fliC deletion mutant, which lacks a flagellum. We saw no difference in the ability of the fliC deletion mutant to persist in the murine model relative to strain AU0158, suggesting factors other than flagella caused the phenotype of decreased persistence. We found the fixLJ deletion mutant to be less invasive in human lung epithelial and macrophage-like cells. In conclusion, B. dolosa fixLJ is a global regulator that controls biofilm formation, motility, intracellular invasion/persistence, and virulence.",,,NA,NA,NA,NA,NA,NA,25,0,0,0,24,0,25,NA,NA,,1553-7374,NA,MEDLINE:28046077,28046077,NA
101,Kim,YES,J,"Li, Yan; Li, Xiangyue; Liu, Yajing; Wang, En Tao; Ren, Chenggang; Liu, Wei; Xu, Hualing; Wu, Hailong; Jiang, Nan; Li, Yunzhao; Zhang, Xiaoli; Xie, Zhihong",NA,,NA,,"Wang, En Tao/0000-0001-6606-6916",NA,NA,Genetic diversity and community structure of rhizobia nodulating Sesbania cannabina in saline-alkaline soils.,,NA,NA,,NA,NA,NA,Systematic and applied microbiology,NA,NA,NA,39,3,NA,NA,195,202,NA,10.1016/j.syapm.2016.02.004,NA,NA,NA,2016-May,2016,"Sesbania cannabina is a plant that grows naturally along the seashores in Rudong County, China (RDC) and it has been introduced into the Yellow River Delta (YRD) as a pioneer plant to improve the saline-alkaline soils. In order to investigate the diversity of S. cannabina rhizobia in these soils, a total of 198 rhizobial isolates were characterized and phylogenetic trees were constructed based on data from multilocus sequence analysis (MLSA) of the housekeeping genes recA, atpD and glnII, as well as 16S rRNA. Symbiotic features were also studied by establishing the phylogeny of the symbiotic genes nodA and nifH, and by performing nodulation assays. The isolates had highly conserved symbiotic genes and were classified into nine genospecies belonging to the genera Ensifer, Agrobacterium, Neorhizobium and Rhizobium. A unique community structure was detected in the rhizobia associated with S. cannabina in the saline-alkaline soils that was characterized by five novel genospecies and four defined species. In addition, Ensifer sp. I was the predominant rhizobia in YRD, whereas Ensifer meliloti and Neorhizobium huautlense were the dominant species in RDC. Therefore, the study demonstrated for the first time that this plant strongly selected the symbiotic gene background but not the genomic background of its microsymbionts. In addition, biogeographic patterns existed in the rhizobial populations associated with S. cannabina, which were mainly correlated with pH and salinity, as well as the mineral nutrient contents. This study provided novel information concerning the interaction between soil conditions, host plant and rhizobia, in addition to revealing the diversity of S. cannabina rhizobia in saline-alkaline soils.",,,NA,NA,NA,NA,NA,NA,34,4,0,0,33,0,38,NA,NA,,1618-0984,NA,MEDLINE:27061259,27061259,NA
108,Kim,NO,J,"Dalwadi, Mohit P; Garavaglia, Marco; Webb, Joseph P; King, John R; Minton, Nigel P",NA,,NA,,"Dalwadi, Mohit/0000-0001-5017-2116; Minton, Nigel/0000-0002-9277-1261",NA,NA,Applying asymptotic methods to synthetic biology: Modelling the reaction kinetics of the mevalonate pathway.,,NA,NA,,NA,NA,NA,Journal of theoretical biology,NA,NA,NA,439,,NA,NA,39,49,NA,10.1016/j.jtbi.2017.11.022,NA,NA,NA,2/14/2018,2018,"The mevalonate pathway is normally found in eukaryotes, and allows for the production of isoprenoids, a useful class of organic compounds. This pathway has been successfully introduced to Escherichia coli, enabling a biosynthetic production route for many isoprenoids. In this paper, we develop and solve a mathematical model for the concentration of metabolites in the mevalonate pathway over time, accounting for the loss of acetyl-CoA to other metabolic pathways. Additionally, we successfully test our theoretical predictions experimentally by introducing part of the pathway into Cupriavidus necator. In our model, we exploit the natural separation of time scales as well as of metabolite concentrations to make significant asymptotic progress in understanding the system. We confirm that our asymptotic results agree well with numerical simulations, the former enabling us to predict the most important reactions to increase isopentenyl diphosphate production whilst minimizing the levels of HMG-CoA, which inhibits cell growth. Thus, our mathematical model allows us to recommend the upregulation of certain combinations of enzymes to improve production through the mevalonate pathway.",,,NA,NA,NA,NA,NA,NA,4,0,1,0,4,0,5,NA,NA,,1095-8541,NA,MEDLINE:29199089,29199089,NA
112,Kim,NO,J,"Hii, S F F; Kee, C C; Ahmad, N",NA,,NA,"Ahmad, Nazni/AAN-2498-2021; Kee, Chee Cheong/AAB-2971-2019; Mat Nor, Mohd Basri/O-7334-2018","Kee, Chee Cheong/0000-0003-1372-9549; Hii, Shirley Yi Fen/0000-0002-1683-2966; Mat Nor, Mohd Basri/0000-0002-5433-6357",NA,NA,Melioidosis: Overview of seropositivity in Malaysia.,,NA,NA,,NA,NA,NA,Tropical biomedicine,NA,NA,NA,33,4,NA,NA,697,701,NA,,NA,NA,NA,2016-Dec-01,2016,"INTRODUCTION: Melioidosis is endemic in Malaysia but prevalence data is limited.METHODOLOGY: In this cross-sectional study, sera suspected for melioidosis were received from local hospitals from year 2013 to 2014. These data were grouped into different age groups with more focus in children aged <15 years old.RESULTS: Children <15 years old were more exposed to Burkholderia pseudomallei [Adjusted Odds ratio (AOR)=4.71, 95% Confidence Interval (CI): 4.04, 5.50) compared to the other age groups. Females, instead of males, had a slightly higher risk for melioidosis. There were more seropositive cases against melioidosis in eastern coast states (Kelantan, Terengganu, Pahang) and Sarawak. Sabah natives and nonMalaysians had higher risk of exposure to B. pseudomallei.CONCLUSION: Age group and region were independent risk factors for exposure against B. pseudomallei. Paediatric melioidosis is of concern and a marker against intensity of exposure.",,,NA,NA,NA,NA,NA,NA,4,0,0,0,3,0,4,NA,NA,,2521-9855,NA,MEDLINE:33579066,33579066,NA
114,Kim,NO,J,"Singhal, T; Shah, S; Naik, R",NA,,NA,,,NA,NA,Outbreak of Burkholderia cepacia complex bacteremia in a chemotherapy day care unit due to intrinsic contamination of an antiemetic drug.,,NA,NA,,NA,NA,NA,Indian journal of medical microbiology,NA,NA,NA,33,1,NA,NA,117,9,NA,10.4103/0255-0857.148405,NA,NA,NA,2015 Jan-Mar,2015,"BACKGROUND: In the end of 2009, a large number of patients with cancer undergoing chemotherapy at the day care unit of a private hospital in Mumbai, India developed Burkholderia cepacia complex (BCC) blood stream infection (BSI).OBJECTIVE: The objectives were to identify the source of the outbreak and terminate the outbreak as rapidly as possible.MATERIALS AND METHODS: All infection control protocols and processes were reviewed. Intensive training was started for all nursing staff involved in patient care. Cultures were sent from the environment (surfaces, water, air), intravenous fluids, disinfectants and antiseptics and opened/unopened medication.RESULTS: A total of 13 patients with cancer with tunneled catheters were affected with BCC BSI. The isolates were of similar antimicrobial sensitivity. No significant breach of infection control protocols could be identified. Cultures from the prepared intravenous medication bags grew BCC. Subsequently, culture from unused vials of the antiemetic granisetron grew BCC, whereas those from the unopened IV fluid bag and chemotherapy medication were negative. On review, it was discovered that the outbreak started when a new brand of granisetron was introduced. The result was communicated to the manufacturer and the brand was withdrawn. There were no further cases.CONCLUSIONS: This outbreak was thus linked to intrinsic contamination of medication vials. We acknowledge a delay in identifying the source as we were concentrating more on human errors in medication preparation and less on intrinsic contamination. We recommend that in an event of an outbreak, unopened vials be cultured at the outset.",,,NA,NA,NA,NA,NA,NA,17,2,0,0,9,0,20,NA,NA,,1998-3646,NA,MEDLINE:25560013,25560013,NA
117,Kim,NO,J,"Marchetti, Marta; Clerissi, Camille; Yousfi, Yasmine; Gris, Carine; Bouchez, Olivier; Rocha, Eduardo; Cruveiller, Stephane; Jauneau, Alain; Capela, Delphine; Masson-Boivin, Catherine",NA,,NA,"Rocha, Eduardo/B-7009-2009","Rocha, Eduardo/0000-0001-7704-822X",NA,NA,Experimental evolution of rhizobia may lead to either extra- or intracellular symbiotic adaptation depending on the selection regime.,,NA,NA,,NA,NA,NA,Molecular ecology,NA,NA,NA,26,7,NA,NA,1818,1831,NA,10.1111/mec.13895,NA,NA,NA,2017-Apr,2017,"Experimental evolution is a powerful approach to study the process of adaptation to new environments, including the colonization of eukaryotic hosts. Facultative endosymbionts, including pathogens and mutualists, face changing and spatially structured environments during the symbiotic process, which impose diverse selection pressures. Here, we provide evidence that different selection regimes, involving different times spent in the plant environment, can result in either intra- or extracellular symbiotic adaptations. In previous work, we introduced the symbiotic plasmid of Cupriavidus taiwanensis, the rhizobial symbiont of Mimosa pudica, into the phytopathogen Ralstonia solanacearum and selected three variants able to form root nodules on M.pudica, two (CBM212 and CBM349) being able to rudimentarily infect nodule cells and the third one (CBM356) only capable of extracellular infection of nodules. Each nodulating ancestor was further challenged to evolve using serial ex planta-in planta cycles of either 21 (three short-cycle lineages) or 42days (three long-cycle lineages). In this study, we compared the phenotype of the 18 final evolved clones. Evolution through short and long cycles resulted in similar adaptive paths on lineages deriving from the two intracellularly infectious ancestors, CBM212 and CBM349. In contrast, only short cycles allowed a stable acquisition of intracellular infection in lineages deriving from the extracellularly infecting ancestor, CBM356. Long cycles, instead, favoured improvement of extracellular infection. Our work highlights the importance of the selection regime in shaping desired traits during host-mediated selection experiments.",,,NA,NA,NA,NA,NA,NA,15,1,0,0,14,0,16,NA,NA,,1365-294X,NA,MEDLINE:27770459,27770459,NA
124,Kim,NO,J,"Grosse-Honebrink, Alexander; Little, Gareth T; Bean, Zak; Heldt, Dana; Cornock, Ruth H M; Winzer, Klaus; Minton, Nigel P; Green, Edward; Zhang, Ying",NA,,NA,,,NA,NA,"Development of Clostridium saccharoperbutylacetonicum as a Whole Cell Biocatalyst for Production of Chirally Pure (R)-1,3-Butanediol.",,NA,NA,,NA,NA,NA,Frontiers in bioengineering and biotechnology,NA,NA,NA,9,,NA,NA,659895,659895,NA,10.3389/fbioe.2021.659895,NA,NA,NA,2021,2021,"Chirally pure (R)-1,3-butanediol ((R)-1,3-BDO) is a valuable intermediate for the production of fragrances, pheromones, insecticides and antibiotics. Biotechnological production results in superior enantiomeric excess over chemical production and is therefore the preferred production route. In this study (R)-1,3-BDO was produced in the industrially important whole cell biocatalyst Clostridium saccharoperbutylacetonicum through expression of the enantio-specific phaB gene from Cupriavidus necator. The heterologous pathway was optimised in three ways: at the transcriptional level choosing strongly expressed promoters and comparing plasmid borne with chromosomal gene expression, at the translational level by optimising the codon usage of the gene to fit the inherent codon adaptation index of C. saccharoperbutylacetonicum, and at the enzyme level by introducing point mutations which led to increased enzymatic activity. The resulting whole cell catalyst produced up to 20 mM (1.8 g/l) (R)-1,3-BDO in non-optimised batch fermentation which is a promising starting position for economical production of this chiral chemical.",,,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,1,NA,NA,2296-4185,,NA,MEDLINE:34055760,34055760,NA
135,Kim,NO,J,[Anonymous],NA,,NA,,,NA,NA,Coordinating investigations of suspected notifiable diseases.,,NA,NA,,NA,NA,NA,The Veterinary record,NA,NA,NA,178,9,NA,NA,212,212,NA,10.1136/vr.i1012,NA,NA,NA,2016-Feb-27,2016,The APHA's Veterinary Exotic Notifiable Diseases Unit (VENDU) is a team of vets and scientists that coordinates the investigation of suspected exotic notifiable disease in Great Britain. This article describes the work of the unit and provides a breakdown of the reports investigated in 2015.,,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,,2042-7670,NA,MEDLINE:26917837,26917837,NA
138,Kim,NO,J,"Pfau, Thomas; Christian, Nils; Masakapalli, Shyam K; Sweetlove, Lee J; Poolman, Mark G; Ebenhoh, Oliver",NA,,NA,"Masakapalli, Shyam Kumar/R-9015-2019; Ebenhoeh, Oliver/C-8974-2011; Masakapalli, Shyam/ABD-9712-2020","Ebenhoeh, Oliver/0000-0002-7229-7398; Masakapalli, Shyam/0000-0003-1988-5569; Sweetlove, Lee/0000-0002-2461-4133",NA,NA,The intertwined metabolism during symbiotic nitrogen fixation elucidated by metabolic modelling.,,NA,NA,,NA,NA,NA,Scientific reports,NA,NA,NA,8,1,NA,NA,12504,12504,NA,10.1038/s41598-018-30884-x,NA,NA,NA,2018 Aug 21,2018,"Genome-scale metabolic network models can be used for various analyses including the prediction of metabolic responses to changes in the environment. Legumes are well known for their rhizobial symbiosis that introduces nitrogen into the global nutrient cycle. Here, we describe a fully compartmentalised, mass and charge-balanced, genome-scale model of the clover Medicago truncatula, which has been adopted as a model organism for legumes. We employed flux balance analysis to demonstrate that the network is capable of producing biomass components in experimentally observed proportions, during day and night. By connecting the plant model to a model of its rhizobial symbiont, Sinorhizobium meliloti, we were able to investigate the effects of the symbiosis on metabolic fluxes and plant growth and could demonstrate how oxygen availability influences metabolic exchanges between plant and symbiont, thus elucidating potential benefits of inter organism amino acid cycling. We thus provide a modelling framework, in which the interlinked metabolism of plants and nodules can be studied from a theoretical perspective.",,,NA,NA,NA,NA,NA,NA,26,0,0,0,21,0,26,NA,NA,,2045-2322,NA,MEDLINE:30131500,30131500,NA
141,Kim,NO,J,"Howell, Christopher C; Semple, Kirk T; Bending, Gary D",NA,,NA,"Semple, Kirk/N-8875-2019; Semple, Kirk T/H-4466-2013","Semple, Kirk/0000-0002-4046-2037; Semple, Kirk T/0000-0002-4046-2037; Bending, Gary/0000-0002-9740-5244",NA,NA,Isolation and characterisation of azoxystrobin degrading bacteria from soil.,,NA,NA,,NA,NA,NA,Chemosphere,NA,NA,NA,95,,NA,NA,370,8,NA,10.1016/j.chemosphere.2013.09.048,NA,NA,NA,2014-Jan,2014,"The first strobilurin fungicides were introduced in 1996, and have since been used in a vast array of disease/plant systems worldwide. The strobilurins now consist of 16 compounds and represent the 2nd most important fungicide group worldwide with 15% of the total fungicide market share. Strobilurins are moderately persistent in soil, and some degradation products (e.g. azoxystrobin acid) have been detected as contaminants of freshwater systems. Little is currently known about the transformation processes involved in the biodegradation of strobilurins or the microbial groups involved. Using sequential soil and liquid culture enrichments, we isolated two bacterial strains which were able to degrade the most widely used strobilurin, azoxystrobin, when supplied as a sole carbon source. 16S rRNA showed that the strains showed homology to Cupriavidus sp. and Rhodanobacter sp. Both isolated strains were also able to degrade the related strobilurin compounds trifloxystrobin, pyraclostrobin, and kresoxim-methyl. An additional nitrogen source was required for degradation to occur, but the addition of a further carbon source reduced compound degradation by approximately 50%. However, (14)C radiometric analysis showed that full mineralisation of azosxystrobin to (14)CO2 was negligible for both isolates. 16S rRNA T-RFLP analysis using both DNA and RNA extracts showed that degradation of azoxystrobin in soil was associated with shifts in bacterial community structure. However, the phylotypes which proliferated during degradation could not be attributed to the isolated degraders.",,,NA,NA,NA,NA,NA,NA,34,5,0,0,27,0,38,NA,NA,,1879-1298,NA,MEDLINE:24125711,24125711,NA
144,Kim,NO,J,"Shiraishi, Kosuke; Sakai, Yasuyoshi",NA,,NA,,,NA,NA,Autophagy as a Survival Strategy for Eukaryotic Microbes Living in the Phyllosphere.,,NA,NA,,NA,NA,NA,Frontiers in plant science,NA,NA,NA,13,,NA,NA,867486,867486,NA,10.3389/fpls.2022.867486,NA,NA,NA,2022,2022,"Autophagy is an intracellular degradation process that is highly conserved among eukaryotes at the molecular level. The process was originally revealed in the budding yeast, but the physiological role of autophagy in yeast cells had remained unknown as autophagy-deficient yeast mutants did now show a clear growth phenotype in laboratory conditions. In this review, we introduce the role of autophagy in the methylotrophic yeast Candida boidinii grown on the leaf surface of Arabidopsis thaliana. Autophagy is shown to be required for proliferation in the phyllosphere, and selective autophagic pathways such as pexophagy and cytoplasm-to-vacuole targeting (Cvt) pathway are strictly regulated during both the daily cycle and the host plant life cycle. This review describes our current understanding of the role of autophagy as a survival strategy for phyllosphere fungi. Critical functions of autophagy for pathogen invasions are also discussed.",,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,1664-462X,,NA,MEDLINE:35401602,35401602,NA
145,Kim,NO,J,"Yoshida, Kazunori; Ono, Masakazu; Yamamoto, Takahiro; Utsumi, Takashi; Koikeda, Satoshi; Ema, Tadashi",NA,,NA,"EMA, Tadashi/B-2103-2011","EMA, Tadashi/0000-0002-2160-6840",NA,NA,Synthetically useful variants of industrial lipases from Burkholderia cepacia and Pseudomonas fluorescens.,,NA,NA,,NA,NA,NA,Organic & biomolecular chemistry,NA,NA,NA,15,41,NA,NA,8713,8719,NA,10.1039/c7ob01823a,NA,NA,NA,2017-Oct-25,2017,"Industrial enzymes lipase PS (LPS) and lipase AK (LAK), which originate from Burkholderia cepacia and Pseudomonas fluorescens, respectively, are synthetically useful biocatalysts. To strengthen their catalytic performances, we introduced two mutations into hot spots of the active sites (residues 287 and 290). The LPS_L287F/I290A double mutant showed high catalytic activity and enantioselectivity for poor substrates for which the wild-type enzyme showed very low activity. The LAK_V287F/I290A double mutant was also an excellent biocatalyst with expanded substrate scope, which was comparable to the LPS_L287F/I290A double mutant. Thermodynamic parameters were determined to address the origin of the high enantioselectivity of the double mutant. The DeltaDeltaH term, but not the DeltaDeltaS term, was predominant, which suggests that the enantioselectivity is driven by a differential energy associated with intermolecular interactions around Phe287 and Ala290. A remarkable solvent effect was observed, giving a bell-shaped profile between the E values and the logP or epsilon values of solvents with the highest E value in i-Pr2O. This suggests that an organic solvent with appropriate hydrophobicity and polarity provides the double mutant with some flexibility that is essential for excellent catalytic performance.",,,NA,NA,NA,NA,NA,NA,3,0,0,0,3,0,3,NA,NA,,1477-0539,NA,MEDLINE:28956057,28956057,NA
146,Kim,NO,J,"Yu, Yang; Jang, Eric B; Siderhurst, Matthew S",NA,,NA,,,NA,NA,"Differential field responses of the little fire ant, Wasmannia auropunctata (Roger), to alarm pheromone enantiomers.",,NA,NA,,NA,NA,NA,Journal of chemical ecology,NA,NA,NA,40,12-Nov,NA,NA,1277,85,NA,10.1007/s10886-014-0516-z,NA,NA,NA,2014-Dec,2014,"The little fire ant, Wasmannia auropunctata (Roger) (Hymenoptera: Formicidae), is an invasive ant with negative impacts on both biodiversity and agriculture throughout the tropics and subtropics. Field experiments were conducted in order to elucidate the relative attractiveness of the enantiomers of the alarm pheromones, 2,5-dimethyl-3-(2-methylbutyl)pyrazine and 3-methyl-2-(2-methylbutyl)pyrazine. The enantiomers tested were synthesized from commercially available (S)-2-methylbutan-1-ol or kinetically resolved (R)-2-methylbutan-1-ol, prepared using Pseudomonas cepacia lipase (PCL). Bioassays conducted in a macadamia orchard on the island of Hawaii demonstrated that W. auropunctata were preferentially attracted to the (S)-enantiomers of both alkyl pyrazines over the racemic mixtures in all experiments. To our knowledge, this is the first instance of differential attraction of ants to the enantiomers of chiral pyrazine pheromones despite many examples of these compounds in the literature. In addition, using a chiral column it was determined that (S)-2,5-dimethyl-3-(2-methylbutyl)pyrazine and (S)-3-methyl-2-(2-methylbutyl)pyrazine are the only enantiomers produced by W. auropunctata.",,,NA,NA,NA,NA,NA,NA,3,0,0,0,3,0,3,NA,NA,,1573-1561,NA,MEDLINE:25370918,25370918,NA
147,Kim,NO,J,"Hall, Carina M; Jaramillo, Sierra; Jimenez, Rebecca; Stone, Nathan E; Centner, Heather; Busch, Joseph D; Bratsch, Nicole; Roe, Chandler C; Gee, Jay E; Hoffmaster, Alex R; Rivera-Garcia, Sarai; Soltero, Fred; Ryff, Kyle; Perez-Padilla, Janice; Keim, Paul; Sahl, Jason W; Wagner, David M",NA,,NA,,"Gee, Jay/0000-0003-4308-1659",NA,NA,"Burkholderia pseudomallei, the causative agent of melioidosis, is rare but ecologically established and widely dispersed in the environment in Puerto Rico.",,NA,NA,,NA,NA,NA,PLoS neglected tropical diseases,NA,NA,NA,13,9,NA,NA,e0007727,e0007727,NA,10.1371/journal.pntd.0007727,NA,NA,NA,2019-09,2019,"BACKGROUND: Burkholderia pseudomallei is a soil-dwelling bacterium and the causative agent of melioidosis. The global burden and distribution of melioidosis is poorly understood, including in the Caribbean. B. pseudomallei was previously isolated from humans and soil in eastern Puerto Rico but the abundance and distribution of B. pseudomallei in Puerto Rico as a whole has not been thoroughly investigated.METHODOLOGY/PRINCIPAL FINDINGS: We collected 600 environmental samples (500 soil and 100 water) from 60 sites around Puerto Rico. We identified B. pseudomallei by isolating it via culturing and/or using PCR to detect its DNA within complex DNA extracts. Only three adjacent soil samples from one site were positive for B. pseudomallei with PCR; we obtained 55 isolates from two of these samples. The 55 B. pseudomallei isolates exhibited fine-scale variation in the core genome and contained four novel genomic islands. Phylogenetic analyses grouped Puerto Rico B. pseudomallei isolates into a monophyletic clade containing other Caribbean isolates, which was nested inside a larger clade containing all isolates from Central/South America. Other Burkholderia species were commonly observed in Puerto Rico; we cultured 129 isolates from multiple soil and water samples collected at numerous sites around Puerto Rico, including representatives of B. anthina, B. cenocepacia, B. cepacia, B. contaminans, B. glumae, B. seminalis, B. stagnalis, B. ubonensis, and several unidentified novel Burkholderia spp.CONCLUSIONS/SIGNIFICANCE: B. pseudomallei was only detected in three soil samples collected at one site in north central Puerto Rico with only two of those samples yielding isolates. All previous human and environmental B. pseudomallei isolates were obtained from eastern Puerto Rico. These findings suggest B. pseudomallei is ecologically established and widely dispersed in the environment in Puerto Rico but rare. Phylogeographic patterns suggest the source of B. pseudomallei populations in Puerto Rico and elsewhere in the Caribbean may have been Central or South America.",,,NA,NA,NA,NA,NA,NA,16,0,0,0,15,0,16,NA,NA,,1935-2735,NA,MEDLINE:31487287,31487287,NA
