STUDY_ID,REVIEWERS,INCLUDE,Publication.Type,Authors,Book.Authors,Group.Authors,Book.Group.Authors,Researcher.Ids,ORCIDs,Book.Editors,Author...Arabic,Article.Title,Article.Title...SciELO,Article.Title...SciELO.1,Article.Title...Chinese,Article.Title...Russian,Patent.Number,Patent.Assignee,Source.Title...Arabic,Source.Title,Source.Title...Korean,Book.Series.Title,Book.Series.Subtitle,Volume,Issue,Special.Issue,Meeting.Abstract,Start.Page,End.Page,Article.Number,DOI,Book.DOI,Early.Access.Date,Supplement,Publication.Date,Publication.Year,Abstract,Abstract...Foreign,Abstract...English.Transliteration,Abstract...Foreign.1,Abstract...Korean,Conference.Title,Conference.Date,Conference.Sponsor,Conference.Location,Times.Cited..WoS.Core,Times.Cited..CSCD.,Times.Cited..RSCI,Times.Cited..ARCI,Times.Cited..BCI,Times.Cited..SCIELO,Times.Cited..All.Databases,X180.Day.Usage.Count,Since.2013.Usage.Count,ISSN,eISSN,ISBN,UT..Unique.ID.,Pubmed.Id,X
337,Smriti,NO,J,"Espinosa-Zaragoza, Saul; Perez-De la O, Nidia Belgica; Aguirre-Medina, Juan Francisco; Lopez-Martinez, Victor",NA,NA,NA,"Lopez-Martinez, Victor/P-7012-2015","Lopez-Martinez, Victor/0000-0002-9328-8810; ESPINOSA-ZARAGOZA, SAUL/0000-0001-7683-7382; Aguirre Medina, Juan Francisco/0000-0002-8269-7854",NA,NA,"Does the African Citrus psyllid, Trioza erytreae (Del Guercio) (Hemiptera: Triozidae), Represent a Phytosanitary Threat to the Citrus Industry in Mexico?",,NA,NA,,NA,NA,NA,Insects,NA,NA,NA,12,5,NA,NA,,,NA,10.3390/insects12050450,NA,NA,NA,2021 May 14,2021,"The African citrus psyllid, Trioza erytreae (Del Guercio) (Hemiptera: Triozidae), is a vector of Candidatus Liberibacter africanus (CLaf), a pathogen that causes huanglongbing (HLB) in Africa. Trioza erytreae has invaded areas of Asia and Europe and has threatened citrus production due to its biological habits and the transmission of CLaf. Mexico is a country where citrus production has a vital role from the economic and social point of view. Therefore, ecological niche modeling (ENM) was used to determine if Mexico has the environmental availability that will allow T. erytreae invasion. We analyzed whether or not the distribution of Casimiroa edulis La Llave (Rutaceae) in the country could be a factor that enables the dispersal of T. eytreae. The environmental connectivity between five points of entry into the country (two ports and three airports) was explored to determine possible routes of dispersal of T. erytrae. The results showed that Mexico has wide availability for the invasion of the African citrus psyllid, which coincides with essential citrus areas of the country and with the distribution of C. edulis. Of the entry points studied, the Port of Veracruz showed nearby areas with environmental connectivity. Preventive monitoring measures for T. erytreae in Mexico should focus on Veracruz state because it has an entry point, ideal environmental availability, citrus areas, and specimens of C. edulis.",,,NA,NA,NA,NA,NA,NA,3,0,0,0,2,0,3,NA,NA,2075-4450,,NA,MEDLINE:34069076,34069076,NA
338,Smriti,NO,J,"Fairley, Lachlan; Smith, Samuel; Maisrikrod, Shalisa; Henning, Lars",NA,NA,NA,"Smith, Samuel/AAH-1915-2019; Henning, Lars/ABG-9375-2020","Smith, Samuel/0000-0002-7727-526X; Henning, Lars/0000-0003-3533-1515; Fairley, Lachlan/0000-0002-5870-1438; pal, Kirti/0000-0002-8219-6494",NA,NA,Systematic review and meta-analysis of diagnostic tests for diagnosis of melioidosis.,,NA,NA,,NA,NA,NA,Acta tropica,NA,NA,NA,214,,NA,NA,105784,105784,NA,10.1016/j.actatropica.2020.105784,NA,NA,NA,2021-Feb,2021,"OBJECTIVES: Melioidosis is an emerging tropical disease caused by B. pseudomallei that can rapidly prove fatal and require prompt and appropriate antibiotic treatment. Diagnosis currently relies on culture; however, this delays appropriate antibiotics and contributes to mortality as results can take up to one week or more. Several non-culture based diagnostic tests are available; however, their role remains a point of contention. This review was performed to characterise the accuracy of various diagnostic tests.METHODS: Medline/Pubmed, CINAHL, Informit, Scopus, The Cochrane Library, Web of Science and Embase databases were searched from inception to April 2020. Clinical trials investigating diagnostic tests capable of providing results in ≤48 hours using samples from suspected human cases; with bacterial culture as the reference test, and reporting sensitivity and specificity were eligible for inclusion. Data was pooled using bivariate analysis for diagnostic tests reported in ≥4 studies.RESULTS: 22 publications comprising 10963 individual tests were included. Meta-analysis was able to be performed for immunofluorescence assay (sensitivity 63.8% [95% CI, 45.6-78.7%]; specificity 99.4% [95% CI, 97.2-99.9%]), polymerase chain reaction (sensitivity 77.1 [95% CI, 20.8%-97.8%]; specificity 99.8 [95% CI, 91.6%-100.0%]) and lateral flow immunoassay (sensitivity 58.2% [95% CI, 34.1%-78.9%]; specificity 95.0% [95% CI, 93.3%-96.3%]). Measures of sensitivity were overall similar although specificity of immunofluorescence assay was statistically superior to lateral flow immunoassay. There was a trend for reduced sensitivity of direct detection methods applied to blood samples compared to other sample types, although statistically insignificant. Serological methods were unable to be meta-analysed due to an insufficient number of studies, but their sensitivities were generally higher than direct detection methods (median 84% [IQR 71.5-88%] vs 51% [IQR 39-79%]), however they lacked specificity compared to direct detection (median 82% [IQR 70-86%] vs 98% [IQR 95-100%]).CONCLUSIONS: Overall, no method showed sensitivity and specificity which would allow it to substitute culture. Serological tests may play a role in ruling out infection in endemic regions given their higher sensitivity, with direct detection methods being used for diagnostic confirmation. Further research into cost-effectiveness and implementation studies are required before diagnostic tests can be introduced clinically in the detection of melioidosis.",,,NA,NA,NA,NA,NA,NA,3,0,0,0,0,0,3,NA,NA,,1873-6254,NA,MEDLINE:33296681,33296681,NA
341,Smriti,NO,J,"Nam, Kyong-Hee; Kim, Do Young; Moon, Ye Seul; Pack, In Soon; Jeong, Soon-Chun; Kim, Ho Bang; Kim, Chang-Gi",NA,NA,NA,"Kim, Chang-Gi/M-2984-2013","Kim, Chang-Gi/0000-0002-2588-8259; Jeong, Soon-Chun/0000-0003-0223-1155",NA,NA,Performance of hybrids between abiotic stress-tolerant transgenic rice and its weedy relatives under water-stressed conditions.,,NA,NA,,NA,NA,NA,Scientific reports,NA,NA,NA,10,1,NA,NA,9319,9319,NA,10.1038/s41598-020-66206-3,NA,NA,NA,2020 Jun 09,2020,"Gene transfer from transgenic crops to their weedy relatives may introduce undesired ecological consequences that can increase the fitness and invasiveness of weedy populations. Here, we examined the rate of gene flow from abiotic stress-tolerant transgenic rice that over-express AtCYP78A7, a gene encoding cytochrome P450 protein, to six weedy rice accessions and compared the phenotypic performance and drought tolerance of their hybrids over generations. The rate of transgene flow from AtCYP78A7-overexpressing transgenic to weedy rice varied between 0% and 0.0396%. F1 hybrids containing AtCYP78A7 were significantly taller and heavier, but the percentage of ripened grains, grain numbers and weight per plant were significantly lower than their transgenic and weedy parents. The homozygous and hemizygous F2 progeny showed higher tolerance to drought stress than the nullizygous F2 progeny, as indicated by leaf rolling scores. Shoot growth of nullizygous F3 progeny was significantly greater than weedy rice under water-deficient conditions in a rainout shelter, however, that of homozygous F3 progeny was similar to weedy rice, indicating the cost of continuous expression of transgene. Our findings imply that gene flow from AtCYP78A7-overexpressing transgenic to weedy rice might increase drought tolerance as shown in the pot experiment, however, increased fitness under stressed conditions in the field were not observed for hybrid progeny containing transgenes.",,,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,1,NA,NA,,2045-2322,NA,MEDLINE:32518274,32518274,NA
344,Smriti,YES,J,"Boakye, Emmanuel Yaw; Lawson, Innocent Yao Dotse; Danso, Seth Kofi Akyea; Offei, Samuel Kwame",NA,NA,NA,,,NA,NA,Characterization and diversity of rhizobia nodulating selected tree legumes in Ghana.,,NA,NA,,NA,NA,NA,"Symbiosis (Philadelphia, Pa.)",NA,NA,NA,69,,NA,NA,89,99,NA,,NA,NA,NA,2016,2016,"The study was conducted to assess the characteristics and diversity of the rhizobia that nodulate some prominent tree legumes in three soils of Ghana. Five introduced and/or indigenous tree legumes were initially assessed for nodulation in three Ghanaian soils. After 12weeks of growth in nursery pots the 200 rhizobial strains isolated from their nodules were characterized culturally, metabolically and phenotypically. Sixty of these isolates were selected randomly and their genotypic characteristics determined using PCR-RFLP of 16S rRNA and intergenic spacer (ITS) genes. Each tree legume was nodulated by isolates classified as fast or very fast-growers or by isolates classified as slow- or very slow-growers with 54% of all the 200 isolates belonging to fast- or very fast-growers. Morphologically, eighty five percent of the colonies formed on yeast extract mannitol agar were wet and gummy while 70% were acid tolerant, i.e. they were able to grow at a pH of 3.5. Combined restriction of the 16S rRNA genes of the 60 rhizobial isolates with five restriction enzymes clearly distinguished seven different clusters at 80% similarity level. The majority of A. lebbeck isolates were distinct from those of the Acacias and L. leucocephala. The M. thonningii isolates were related to L. leucocephala isolates. Simple PCR of the ITS DNA provided several distinct band sizes indicating great variation among the isolates and restriction of the ITS with three different enzymes did not yield many further differences. Molecular techniques revealed a great diversity among the rhizobia that nodulate tree legumes in the tropics and this may explain why many introduced and/or indigenous trees are able to form nodules with indigenous rhizobia in this region.",,,NA,NA,NA,NA,NA,NA,14,0,0,0,9,2,15,NA,NA,0334-5114,,NA,MEDLINE:27231407,27231407,NA
350,Smriti,NO,J,"Dormann, Peter; Kim, Hyeran; Ott, Thomas; Schulze-Lefert, Paul; Trujillo, Marco; Wewer, Vera; Huckelhoven, Ralph",NA,NA,NA,"Huckelhoven, Ralph/H-6676-2013; Ott, Thomas/H-8192-2013; Trujillo, Marco/M-7900-2017; Ott, Thomas/G-7056-2011; Kim, Hyeran/AAB-5165-2021; Schulze-Lefert, Paul/B-6707-2011","Huckelhoven, Ralph/0000-0001-5632-5451; Ott, Thomas/0000-0002-4494-9811; Trujillo, Marco/0000-0002-5470-7277; Wewer, Vera/0000-0002-0199-5228",NA,NA,"Cell-autonomous defense, re-organization and trafficking of membranes in plant-microbe interactions.",,NA,NA,,NA,NA,NA,The New phytologist,NA,NA,NA,204,4,NA,NA,815,22,NA,10.1111/nph.12978,NA,NA,NA,2014-Dec,2014,"Plant cells dynamically change their architecture and molecular composition following encounters with beneficial or parasitic microbes, a process referred to as host cell reprogramming. Cell-autonomous defense reactions are typically polarized to the plant cell periphery underneath microbial contact sites, including de novo cell wall biosynthesis. Alternatively, host cell reprogramming converges in the biogenesis of membrane-enveloped compartments for accommodation of beneficial bacteria or invasive infection structures of filamentous microbes. Recent advances have revealed that, in response to microbial encounters, plasma membrane symmetry is broken, membrane tethering and SNARE complexes are recruited, lipid composition changes and plasma membrane-to-cytoskeleton signaling is activated, either for pre-invasive defense or for microbial entry. We provide a critical appraisal on recent studies with a focus on how plant cells re-structure membranes and the associated cytoskeleton in interactions with microbial pathogens, nitrogen-fixing rhizobia and mycorrhiza fungi.",,,NA,NA,NA,NA,NA,NA,37,1,0,0,34,0,38,NA,NA,,1469-8137,NA,MEDLINE:25168837,25168837,NA
351,Smriti,NO,J,"Medina-Paz, Francisco; Herrera-Estrella, Luis; Heil, Martin",NA,NA,NA,,"Medina, Francisco/0000-0002-8714-2962; Herrera-Estrella, Luis Rafael/0000-0001-7936-3856",NA,NA,All Set before Flowering: A 16S Gene Amplicon-Based Analysis of the Root Microbiome Recruited by Common Bean (Phaseolus vulgaris) in Its Centre of Domestication.,,NA,NA,,NA,NA,NA,"Plants (Basel, Switzerland)",NA,NA,NA,11,13,NA,NA,,,NA,10.3390/plants11131631,NA,NA,NA,2022 Jun 21,2022,"Plant roots recruit most prokaryotic members of their root microbiota from the locally available inoculum, but knowledge on the contribution of native microorganisms to the root microbiota of crops in native versus non-native areas remains scarce. We grew common bean (Phaseolus vulgaris) at a field site in its centre of domestication to characterise rhizosphere and endosphere bacterial communities at the vegetative, flowering, and pod filling stage. 16S r RNA gene amplicon sequencing of ten samples yielded 9,401,757 reads, of which 8,344,070 were assigned to 17,352 operational taxonomic units (OTUs). Rhizosphere communities were four times more diverse than in the endosphere and dominated by Actinobacteria, Bacteroidetes, Crenarchaeota, and Proteobacteria (endosphere: 99% Proteobacteria). We also detected high abundances of Gemmatimonadetes (6%), Chloroflexi (4%), and the archaeal phylum Thaumarchaeota (Candidatus Nitrososphaera: 11.5%): taxa less frequently reported from common bean rhizosphere. Among 154 OTUs with different abundances between vegetative and flowering stage, we detected increased read numbers of Chryseobacterium in the endosphere and a 40-fold increase in the abundances of OTUs classified as Rhizobium and Aeromonas (equivalent to 1.5% and over 6% of all reads in the rhizosphere). Our results indicate that bean recruits specific taxa into its microbiome when growing 'at home'.",,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,2223-7747,,NA,MEDLINE:35807585,35807585,NA
352,Smriti,NO,J,"Davies, R H; Lawes, J R; Wales, A D",NA,NA,NA,"Wales, Andrew/C-3270-2011","Wales, Andrew/0000-0002-8657-3007",NA,NA,"Raw diets for dogs and cats: a review, with particular reference to microbiological hazards.",,NA,NA,,NA,NA,NA,The Journal of small animal practice,NA,NA,NA,60,6,NA,NA,329,339,NA,10.1111/jsap.13000,NA,NA,NA,2019-Jun,2019,"There is a recent trend to feed pet dogs and cats in Britain and other developed countries on raw meat and animal by-products using either commercial preparations or home recipes. This shift from heat-treated processed food has been driven by perceived health benefits to pets and a suspicion of industrially produced pet food. The diets of wild-living related species have been used as a rationale for raw feeding, but differences in biology and lifestyle impose limitations on such comparisons. Formal evidence does exist for claims by raw-feeding proponents of an altered intestinal microbiome and (subjectively) improved stool quality. However, there is currently neither robust evidence nor identified plausible mechanisms for many of the wide range of other claimed benefits. There are documented risks associated with raw feeding, principally malnutrition (inexpert formulation and testing of diets) and infection affecting pets and/or household members. Surveys in Europe and North America have consistently found Salmonella species in a proportion of samples, typically of fresh-frozen commercial diets. Another emerging issue concerns the risk of introducing antimicrobial-resistant bacteria. Raw pet food commonly exceeds hygiene thresholds for counts of Enterobacteriaceae. These bacteria often encode resistance to critically important antibiotics such as extended-spectrum cephalosporins, and raw-fed pets create an elevated risk of shedding such resistant bacteria. Other infectious organisms that may be of concern include Listeria, shiga toxigenic E scherichia coli , parasites such as Toxoplasma gondii and exotic agents such as the zoonotic livestock pathogen Brucella suis, recently identified in European Union and UK raw pet meat imported from Argentina.",,,NA,NA,NA,NA,NA,NA,56,0,1,0,27,0,57,NA,NA,,1748-5827,NA,MEDLINE:31025713,31025713,NA
354,Smriti,NO,J,"Dieng, Amadou; Duponnois, Robin; Floury, Antoine; Laguerre, Gisele; Ndoye, Ibrahima; Baudoin, Ezekiel",NA,NA,NA,"Duponnois, Robin/J-7856-2016; Baudoin, Ezekiel/GNO-9468-2022","Baudoin, Ezekiel/0000-0002-6204-4098",NA,NA,Impact of the energy crop Jatropha curcas L. on the composition of rhizobial populations nodulating cowpea (Vigna unguiculata L.) and acacia (Acacia seyal L.).,,NA,NA,,NA,NA,NA,Systematic and applied microbiology,NA,NA,NA,38,2,NA,NA,128,34,NA,10.1016/j.syapm.2014.10.006,NA,NA,NA,2015-Mar,2015,"Jatropha curcas, a Euphorbiaceae species that produces many toxicants, is increasingly planted as an agrofuel plant in Senegal. The purpose of this study was to determine whether soil priming induced by J. curcas monoculture could alter the rhizobial populations that nodulate cowpea and acacia, two locally widespread legumes. Soil samples were transferred into a greenhouse from three fields previously cultivated with Jatropha for 1, 2, and 15 years, and the two trap legumes were grown in them. Control soil samples were also taken from adjacent Jatropha-fallow plots. Both legumes tended to develop fewer but larger nodules when grown in Jatropha soils. Nearly all the nifH sequences amplified from nodule DNA were affiliated to the Bradyrhizobium genus. Only sequences from Acacia seyal nodules grown in the most recent Jatropha plantation were related to the Mesorhizobium genus, which was much a more conventional finding on A. seyal than the unexpected Bradyrhizobium genus. Apart from this particular case, only minor differences were found in the respective compositions of Jatropha soil versus control soil rhizobial populations. Lastly, the structure of these rhizobial populations was systematically imbalanced owing to the overwhelming dominance of a very small number of nifH genotypes, some of which were identical across soil types or even sites. Despite these weak and sparse effects on rhizobial diversity, future investigations should focus on the characterization of the nitrogen-fixing abilities of the predominant rhizobial strains.",,,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,1,NA,NA,,1618-0984,NA,MEDLINE:25466917,25466917,NA
356,Smriti,NO,J,"Hua, Hong-Li; Zhang, Fa-Zhan; Labena, Abraham Alemayehu; Dong, Chuan; Jin, Yan-Ting; Guo, Feng-Biao",NA,NA,NA,"Labena, Abraham A/E-2549-2017; Guo, Feng-Biao/C-2761-2015","Guo, Feng-Biao/0000-0002-1129-5233; Labena, Abraham Alemayehu/0000-0002-1418-3800",NA,NA,An Approach for Predicting Essential Genes Using Multiple Homology Mapping and Machine Learning Algorithms.,,NA,NA,,NA,NA,NA,BioMed research international,NA,NA,NA,2016,,NA,NA,7639397,7639397,NA,,NA,NA,NA,2016,2016,"Investigation of essential genes is significant to comprehend the minimal gene sets of cell and discover potential drug targets. In this study, a novel approach based on multiple homology mapping and machine learning method was introduced to predict essential genes. We focused on 25 bacteria which have characterized essential genes. The predictions yielded the highest area under receiver operating characteristic (ROC) curve (AUC) of 0.9716 through tenfold cross-validation test. Proper features were utilized to construct models to make predictions in distantly related bacteria. The accuracy of predictions was evaluated via the consistency of predictions and known essential genes of target species. The highest AUC of 0.9552 and average AUC of 0.8314 were achieved when making predictions across organisms. An independent dataset from Synechococcus elongatus, which was released recently, was obtained for further assessment of the performance of our model. The AUC score of predictions is 0.7855, which is higher than other methods. This research presents that features obtained by homology mapping uniquely can achieve quite great or even better results than those integrated features. Meanwhile, the work indicates that machine learning-based method can assign more efficient weight coefficients than using empirical formula based on biological knowledge.",,,NA,NA,NA,NA,NA,NA,14,0,0,0,11,0,14,NA,NA,,2314-6141,NA,MEDLINE:27660763,27660763,NA
359,Smriti,NO,J,"Ridoutt, C; Lee, A; Moloney, B; Massey, Pd; Charman, N; Jordan, D",NA,NA,NA,"Moloney, Barbara Jean/G-2003-2011; Massey, Peter/AAZ-8001-2021; Jordan, David/P-7281-2019; Massey, Peter/AAD-6176-2022","Moloney, Barbara Jean/0000-0002-4416-3579; Massey, Peter/0000-0001-7194-1914; ",NA,NA,Detection of brucellosis and leptospirosis in feral pigs in New South Wales.,,NA,NA,,NA,NA,NA,Australian veterinary journal,NA,NA,NA,92,9,NA,NA,343,7,NA,10.1111/avj.12203,NA,NA,NA,2014-Sep,2014,"OBJECTIVE: To determine the presence and estimate the prevalence of Brucella suis, Leptospira interrogans serovar Pomona (hereafter L. pomona) and Leptospira borgpetersenii serovar Hardjo (hereafter L. hardjo) in feral pigs culled in New South Wales (NSW), Australia.METHODS: During 2012 and 2013, 239 serum samples were collected from feral pigs killed as pests or game in NSW. All sera were subjected to the rose-bengal test for B. suis, with positives subjected to the complement fixation test (CFT). Attempts were made to detect B. suis by culture and PCR on CFT-positive samples. All sera were tested separately for the presence of L. pomona and L. hardjo antibodies using the microscopic agglutination test.RESULTS: Of 238 samples tested, 7 were positive (4 with CFT titres ≥ 32) for B. suis antibodies (3% seroprevalence). However, B. suis was not cultured or detected by PCR. Of 239 sera tested for L. pomona antibodies, 126 samples were positive (53%) and 9 (4%) were positive for L. hardjo.CONCLUSIONS: The findings are the first tangible evidence that feral pigs in northern NSW harbour B. suis, providing a plausible explanation for recent human and canine cases of brucellosis related to pig hunting. The increased seroprevalence of L. pomona occurred in years preceded by flooding and rodent plagues, suggesting a potential for zoonotic infection much greater than previously realised. Advice to the community should focus on encouraging the adoption of improved hygiene practices during pig hunting and consideration of vaccinating livestock against leptospirosis.",,,NA,NA,NA,NA,NA,NA,19,0,0,0,13,0,19,NA,NA,,1751-0813,NA,MEDLINE:24954403,24954403,NA
360,Smriti,NO,J,"Hulbah, Maram; Croxen, Matthew A; Tyrrell, Gregory J",NA,NA,NA,"Tyrrell, Gregory/ABA-7203-2021","Croxen, Matthew/0000-0002-9564-7952",NA,NA,"Phenotypic changes in group B streptococci grown in the presence of the polyols, erythritol, sorbitol and mannitol.",,NA,NA,,NA,NA,NA,BMC microbiology,NA,NA,NA,21,1,NA,NA,145,145,NA,10.1186/s12866-021-02208-z,NA,NA,NA,2021 May 13,2021,"BACKGROUND: Group B streptococci (GBS) are important neonatal bacterial pathogens that can cause severe invasive disease in the newborn. It is thought that in many cases of invasive neonatal GBS disease, the bacteria ascend the vagina into the uterus and infect the amniotic fluid surrounding the fetus. Important constituents of this environment include the polyols or sugar alcohols of which erythritol, sorbitol and mannitol are examples. The aim of our study was to investigate the effect of polyols on GBS grown in media containing these sugar alcohols.RESULTS: GBS incubated in varying concentrations of polyols (erythritol, sorbitol or mannitol) did not display any significant enhancement or inhibition of bacterial growth. However, growth of GBS in the presence of erythritol significantly increased the surface expression of GBS-PGK (a plasminogen binding protein) 1.25 to 1.5-fold depending on the erythritol concentration and significantly enhanced the survival in human blood 3X to 18X depending on the concentration of polyol used. Interestingly, GBS grown in 1% erythritol significantly increased invasion by the bacteria of HeLa cells (epithelial cell line) (150% vs 100%) however, at higher concentrations (2% or 4% of polyol) the number of CFUs was significantly reduced (55-75% vs 100%) suggesting higher concentrations of polyols may inhibit invasion. Erythritol also increased GBS hemolytic activity as well as enhancing biofilm formation 1.4X to 3.3X depending on the concentration of polyol used.CONCLUSIONS: GBS grown in the presence of polyols alters the bacteria's phenotype resulting in changes associated with GBS virulence. This effect was greatest for the polyol erythritol.",,,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,2,NA,NA,,1471-2180,NA,MEDLINE:33985431,33985431,NA
362,Smriti,NO,J,"Kolora, Lakshmi D; Powell, Christopher M; Hunter, W; Bextine, B; Lauzon, C R",NA,NA,NA,"hunter, wayne/AAB-9096-2020","hunter, wayne/0000-0001-8603-3337; Powell, Christopher/0000-0003-0716-6129",NA,NA,"Internal extracellular bacteria of Diaphorina citri Kuwayama (Hemiptera: Psyllidae), the Asian citrus psyllid.",,NA,NA,,NA,NA,NA,Current microbiology,NA,NA,NA,70,5,NA,NA,710,5,NA,10.1007/s00284-015-0774-1,NA,NA,NA,2015-May,2015,"The Asian Citrus Psyllid, Diaphorina citri Kuwayama (Hemiptera: Psyllidae), is an invasive insect pest that transmits Candidatus Liberibacter spp. This insect/pathogen system was first identified in North America in the early 2000's and has become the top threat to the citrus industry. Limited options for management of this problem exist; therefore, innovative pest management strategies are being developed. In this study, we describe the first step toward a paratransgenic approach (also referred to symbiotic control) for control of the insect vector or the pathogen. Culturable bacteria from the gut of Asian Citrus Psyllids were identified using standard culture techniques followed by sequencing of the cultured microorganisms. Further, 454 pyrosequencing of the gut was performed to audit bacterial presence in order to begin to identify any relationship between psyllid symbionts and C. Liberibacter spp.",,,NA,NA,NA,NA,NA,NA,22,1,0,0,21,0,23,NA,NA,,1432-0991,NA,MEDLINE:25645736,25645736,NA
365,Smriti,NO,J,"Choi, Tae-Rim; Song, Hun-Suk; Han, Yeong-Hoon; Park, Ye-Lim; Park, Jun Young; Yang, Su-Yeon; Bhatia, Shashi Kant; Gurav, Ranjit; Kim, Hyun Joong; Lee, Yoo Kyung; Choi, Kwon Young; Yang, Yung-Hun",NA,NA,NA,"Song, Hun-Suk/ABG-2763-2020; Gurav, Ranjit/AAE-9014-2020; Bhatia, Shashi/N-4550-2018","Gurav, Ranjit/0000-0002-8091-2952; Bhatia, Shashi/0000-0002-7688-6069",NA,NA,Enhanced tolerance to inhibitors of Escherichia coli by heterologous expression of cyclopropane-fatty acid-acyl-phospholipid synthase (cfa) from Halomonas socia.,,NA,NA,,NA,NA,NA,Bioprocess and biosystems engineering,NA,NA,NA,43,5,NA,NA,909,918,NA,10.1007/s00449-020-02287-8,NA,NA,NA,2020-May,2020,"Bacteria have evolved a defense system to resist external stressors, such as heat, pH, and salt, so as to facilitate survival in changing or harsh environments. However, the specific mechanisms by which bacteria respond to such environmental changes are not completely elucidated. Here, we used halotolerant bacteria as a model to understand the mechanism conferring high tolerance to NaCl. We screened for genes related to halotolerance in Halomonas socia, which can provide guidance for practical application. Phospholipid fatty acid analysis showed that H. socia cultured under high osmotic pressure produced a high portion of cyclopropane fatty acid derivatives, encoded by the cyclopropane-fatty acid-acyl phospholipid synthase gene (cfa). Therefore, H. socia cfa was cloned and introduced into Escherichia coli for expression. The cfa-overexpressing E. coli strain showed better growth, compared with the control strain under normal cultivation condition as well as under osmotic pressure (>3% salinity). Moreover, the cfa-overexpressing E. coli strain showed 1.58-, 1.78-, 3.3-, and 2.19-fold higher growth than the control strain in the presence of the inhibitors furfural, 4-hydroxybenzaldehyde, vanillin, and acetate from lignocellulosic biomass pretreatment, respectively. From a practical application perspective, cfa was co-expressed in E. coli with the polyhydroxyalkanoate (PHA) synthetic operon of Ralstonia eutropha using synthetic and biosugar media, resulting in a 1.5-fold higher in PHA production than that of the control strain. Overall, this study demonstrates the potential of the cfa gene to boost cell growth and production even in heterologous strains under stress conditions.",,,NA,NA,NA,NA,NA,NA,9,1,0,0,7,0,10,NA,NA,,1615-7605,NA,MEDLINE:31989256,31989256,NA
366,Smriti,NO,J,"Nagahara, Shiori; Higashiyama, Tetsuya; Mizuta, Yoko",NA,NA,NA,"Mizuta, Yoko/AAU-9368-2021",,NA,NA,Detection of a biolistic delivery of fluorescent markers and CRISPR/Cas9 to the pollen tube.,,NA,NA,,NA,NA,NA,Plant reproduction,NA,NA,NA,34,3,NA,NA,191,205,NA,10.1007/s00497-021-00418-z,NA,NA,NA,2021-09,2021,"KEY MESSAGE: Biolistic delivery into pollen. In recent years, genome editing techniques, such as the CRISPR/Cas9 system, have been highlighted as a new approach to plant breeding. Agrobacterium-mediated transformation has been widely utilized to generate transgenic plants by introducing plasmid DNA containing CRISPR/Cas9 into plant cells. However, this method has general limitations, such as the limited host range of Agrobacterium and difficulties in tissue culture, including callus induction and regeneration. To avoid these issues, we developed a method to genetically modify germ cells without the need for Agrobacterium-mediated transfection and tissue culture using tobacco as a model. In this study, plasmid DNA containing sequences of Cas9, guide RNA, and fluorescent reporter was introduced into pollen using a biolistic delivery system. Based on the transient expression of fluorescent reporters, the Arabidopsis UBQ10 promoter was found to be the most suitable promoter for driving the expression of the delivered gene in pollen tubes. We also evaluated the delivery efficiency in male germ cells in the pollen by expression of the introduced fluorescent marker. Mutations were detected in the target gene in the genomic DNA extracted from CRISPR/Cas9-introduced pollen tubes, but were not detected in the negative control. Bombarded pollen germinated pollen tubes and delivered their contents into the ovules in vivo. Although it is necessary to improve biolistic delivery efficiency and establish a method for the screening of genome-modified seeds, our findings provide important insights for the detection and production of genome-modified seeds by pollen biolistic delivery.",,,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,1,NA,NA,,2194-7961,NA,MEDLINE:34146158,34146158,NA
